state,district,year,aqi,pm2_5,pm10,no2,so2,co
Bihar,Nalanda,2025,136,187.57,259.47,9.65,39.54,4.28
Bihar,Nawada,2015,327,109.03,127.96,72.62,53.85,3.43
Bihar,Nawada,2016,140,158.27,133.49,94.26,54.71,1.87
Bihar,Nawada,2017,253,188.64,185.96,7.5,3.42,0.69
Bihar,Nawada,2018,321,84.72,63.86,98.02,59.51,4.56
Bihar,Nawada,2019,333,154.77,170.38,37.97,9.48,1.33
Bihar,Nawada,2020,77,194.06,134.1,36.26,62.04,4.64
Bihar,Nawada,2021,144,164.08,96.83,107.39,4.45,0.62
Bihar,Nawada,2022,174,181.29,257.47,26.52,14.93,2.03
Bihar,Nawada,2023,97,123.04,191.61,101.71,44.25,1.42
Bihar,Nawada,2024,127,74.45,70.67,47.17,46.33,4.32
Bihar,Nawada,2025,230,199.07,82.58,21.32,39.5,0.35
Bihar,Patna,2015,234,118.08,68.07,78.76,4.06,1.65
Bihar,Patna,2016,149,154.05,299.77,75.75,78.49,3.38
Bihar,Patna,2017,318,112.65,169.83,9.45,19.36,3.14
Bihar,Patna,2018,347,116.92,58.4,115.12,12.51,0.79
Bihar,Patna,2019,57,127.2,64.72,75.7,49.86,4.61
Bihar,Patna,2020,274,28.92,234.95,31.65,62.51,4.98
Bihar,Patna,2021,106,14.89,255.71,60.68,60.66,0.78
Bihar,Patna,2022,64,46.64,132.54,60.53,54.69,3.93
Bihar,Patna,2023,149,196.74,120.35,56.04,54.68,3.88
Bihar,Patna,2024,199,65.13,202.07,73.93,59.83,1.9
Bihar,Patna,2025,153,86.36,298.61,93.55,41.97,0.72
Bihar,Purnia,2015,78,82.61,160.27,41.58,7.14,2.95
Bihar,Purnia,2016,337,174.45,52.52,7.42,76.17,2.66
Bihar,Purnia,2017,77,122.19,147.29,44.16,14.35,4.32
Bihar,Purnia,2018,330,148.6,88.13,105.68,40.34,4.42
Bihar,Purnia,2019,80,44.63,106.14,5.47,50.76,2.78
Bihar,Purnia,2020,77,11.12,41.06,49.55,55.43,2.78
Bihar,Purnia,2021,233,18.27,158.61,106.62,58.5,0.67
Bihar,Purnia,2022,349,18.26,116.52,41.92,72.79,1.33
Bihar,Purnia,2023,90,79.33,294.17,96.22,45.98,4.85
Bihar,Purnia,2024,219,19.6,179.76,12.53,53.44,4.35
Bihar,Purnia,2025,293,151.28,65.83,113.3,50.34,3.93
Bihar,Rohtas,2015,282,50.48,230.98,59.26,24.3,4.93
Bihar,Rohtas,2016,239,40.82,209.6,64.83,22.41,3.75
Bihar,Rohtas,2017,191,140.48,254.86,17.8,49.83,1.72
Bihar,Rohtas,2018,127,71.23,248.74,68.78,8.07,2.41
Bihar,Rohtas,2019,91,77.7,201.24,112.59,14.19,4.3
Bihar,Rohtas,2020,95,52.57,82.47,70.28,31.69,0.21
Bihar,Rohtas,2021,309,165.23,130.52,119.46,38.92,2.4
Bihar,Rohtas,2022,340,89.43,185.72,78.95,43.28,4.33
Bihar,Rohtas,2023,92,198.28,79.42,105.34,28.6,4.65
Bihar,Rohtas,2024,207,100.83,163.0,104.82,62.13,2.96
Bihar,Rohtas,2025,81,12.72,100.12,7.66,6.25,2.94
Bihar,Saharsa,2015,145,11.06,208.95,26.83,63.36,3.08
Bihar,Saharsa,2016,55,175.81,100.4,54.6,31.56,1.85
Bihar,Saharsa,2017,148,116.27,24.37,83.97,35.83,3.22
Bihar,Saharsa,2018,245,47.51,112.36,67.17,74.43,2.54
Bihar,Saharsa,2019,121,146.02,239.38,96.79,44.25,4.47
Bihar,Saharsa,2020,107,52.01,80.19,58.18,21.34,2.94
Bihar,Saharsa,2021,57,55.47,191.8,79.75,7.93,4.48
Bihar,Saharsa,2022,60,160.61,192.03,111.68,42.47,0.96
Bihar,Saharsa,2023,179,170.35,219.89,98.0,12.29,4.19
Bihar,Saharsa,2024,159,179.35,260.77,109.49,41.61,2.53
Bihar,Saharsa,2025,190,144.17,291.88,31.73,21.16,3.95
Bihar,Samastipur,2015,265,176.89,133.72,11.39,73.27,3.73
Bihar,Samastipur,2016,55,62.52,226.24,66.44,69.92,2.25
Bihar,Samastipur,2017,278,112.41,272.73,56.63,41.05,3.1
Bihar,Samastipur,2018,84,145.26,157.22,80.26,68.3,0.66
Bihar,Samastipur,2019,226,162.23,237.22,111.63,58.97,4.04
Bihar,Samastipur,2020,252,81.23,196.45,53.02,76.46,0.55
Bihar,Samastipur,2021,215,101.29,222.9,42.3,66.08,1.05
Bihar,Samastipur,2022,218,136.93,127.39,16.63,32.76,2.68
Bihar,Samastipur,2023,200,178.05,112.76,24.87,17.15,3.55
Bihar,Samastipur,2024,229,18.49,237.94,16.83,17.73,2.74
Bihar,Samastipur,2025,238,134.45,278.53,12.23,64.84,1.65
Bihar,Saran,2015,293,47.5,208.45,113.74,50.59,4.38
Bihar,Saran,2016,122,60.75,99.59,26.88,57.64,3.48
Bihar,Saran,2017,341,108.21,163.83,26.95,41.16,2.97
Bihar,Saran,2018,299,121.8,287.1,11.12,41.63,2.68
Bihar,Saran,2019,119,161.18,191.65,68.9,16.9,2.1
Bihar,Saran,2020,293,60.69,45.33,31.47,43.57,2.16
Bihar,Saran,2021,318,96.31,27.78,92.46,52.45,4.69
Bihar,Saran,2022,253,94.8,145.98,103.64,62.97,2.94
Bihar,Saran,2023,115,52.05,119.68,39.68,29.98,1.44
Bihar,Saran,2024,320,149.96,130.13,91.35,5.03,0.33
Bihar,Saran,2025,120,57.91,156.54,59.98,29.34,2.25
Bihar,Sheikhpura,2015,101,188.23,161.69,64.95,18.66,1.62
Bihar,Sheikhpura,2016,66,31.32,268.9,57.21,24.39,2.26
Bihar,Sheikhpura,2017,246,194.95,99.14,71.6,75.53,2.82
Bihar,Sheikhpura,2018,212,192.94,34.5,32.36,49.63,0.98
Bihar,Sheikhpura,2019,107,29.97,169.15,118.8,43.66,3.56
Bihar,Sheikhpura,2020,208,96.2,48.4,40.48,9.61,1.04
Bihar,Sheikhpura,2021,130,24.5,64.14,36.73,67.35,3.21
Bihar,Sheikhpura,2022,58,83.34,272.9,34.44,35.06,4.83
Bihar,Sheikhpura,2023,233,68.56,262.48,6.24,9.76,4.71
Bihar,Sheikhpura,2024,99,193.22,242.94,106.06,41.47,4.07
Bihar,Sheikhpura,2025,294,121.0,160.41,99.83,41.92,3.72
Bihar,Sheohar,2015,330,73.07,80.27,48.89,58.95,1.21
Bihar,Sheohar,2016,131,134.77,24.42,105.39,76.57,1.2
Bihar,Sheohar,2017,144,185.12,79.66,90.91,41.27,2.94
Bihar,Sheohar,2018,76,130.74,112.91,66.6,17.51,4.88
Bihar,Sheohar,2019,237,94.54,71.14,88.71,17.65,4.19
Bihar,Sheohar,2020,71,90.38,238.78,103.16,23.95,3.17
Bihar,Sheohar,2021,108,76.72,123.67,66.69,38.67,4.87
Bihar,Sheohar,2022,117,106.35,50.51,96.2,4.71,4.31
Bihar,Sheohar,2023,274,14.33,36.57,49.47,70.13,3.88
Bihar,Sheohar,2024,271,170.51,296.19,73.65,2.58,3.04
Bihar,Sheohar,2025,88,168.86,145.13,35.89,18.63,3.01
Bihar,Sitamarhi,2015,166,91.62,72.59,46.04,55.13,4.41
Bihar,Sitamarhi,2016,298,11.5,89.28,52.84,25.73,0.39
Bihar,Sitamarhi,2017,268,191.01,217.36,17.04,58.09,3.67
Bihar,Sitamarhi,2018,227,141.9,290.6,65.5,64.22,2.46
Bihar,Sitamarhi,2019,227,58.84,163.75,9.86,36.15,4.39
Bihar,Sitamarhi,2020,179,71.18,188.41,67.66,75.97,3.32
Bihar,Sitamarhi,2021,216,42.32,285.7,30.73,41.63,4.11
Bihar,Sitamarhi,2022,136,109.42,37.38,46.83,39.76,4.47
Bihar,Sitamarhi,2023,111,195.05,163.79,54.31,21.44,0.68
Bihar,Sitamarhi,2024,171,166.05,103.14,107.42,76.31,2.8
Bihar,Sitamarhi,2025,61,80.1,238.26,68.33,37.49,0.64
Bihar,Siwan,2015,181,158.62,83.71,20.29,38.2,4.3
Bihar,Siwan,2016,334,10.77,268.77,78.39,40.05,1.12
Bihar,Siwan,2017,81,105.24,203.11,113.81,73.74,0.95
Bihar,Siwan,2018,167,171.09,120.83,74.03,61.24,2.4
Bihar,Siwan,2019,111,133.79,249.08,66.2,37.28,4.22
Bihar,Siwan,2020,249,86.2,250.78,20.3,70.13,1.04
Bihar,Siwan,2021,59,119.93,255.2,60.23,3.81,3.28
Bihar,Siwan,2022,343,134.75,129.85,48.84,6.43,2.63
Bihar,Siwan,2023,186,59.21,66.22,101.15,30.49,2.7
Bihar,Siwan,2024,106,55.01,214.49,60.27,8.91,0.31
Bihar,Siwan,2025,311,42.63,238.94,14.46,67.09,0.59
Bihar,Supaul,2015,102,186.05,255.98,45.38,43.24,4.74
Bihar,Supaul,2016,169,199.36,195.54,46.44,72.39,0.67
Bihar,Supaul,2017,62,130.67,157.01,14.1,57.66,1.64
Bihar,Supaul,2018,234,95.06,76.39,78.01,64.23,1.29
Bihar,Supaul,2019,130,56.52,213.41,57.81,25.15,3.48
Bihar,Supaul,2020,73,40.63,193.63,107.56,38.89,2.83
Bihar,Supaul,2021,161,169.01,128.36,117.82,67.6,1.05
Bihar,Supaul,2022,220,64.34,147.74,73.62,32.33,2.99
Bihar,Supaul,2023,253,148.58,284.17,55.82,16.27,2.81
Bihar,Supaul,2024,187,117.67,84.76,17.86,29.76,1.89
Bihar,Supaul,2025,254,155.99,135.36,7.62,12.11,4.2
Bihar,Vaishali,2015,191,168.53,189.98,46.63,10.13,0.65
Bihar,Vaishali,2016,40,58.38,297.22,114.91,14.16,3.41
Bihar,Vaishali,2017,206,45.43,101.73,99.49,9.93,1.49
Bihar,Vaishali,2018,307,95.29,291.25,52.27,67.06,2.75
Bihar,Vaishali,2019,313,68.01,208.7,101.68,68.78,2.08
Bihar,Vaishali,2020,195,177.81,152.3,85.94,46.22,4.38
Bihar,Vaishali,2021,203,165.01,89.34,68.52,5.76,1.48
Bihar,Vaishali,2022,347,113.15,108.97,45.2,27.1,2.42
Bihar,Vaishali,2023,44,121.73,65.94,53.86,12.95,2.14
Bihar,Vaishali,2024,179,198.26,269.08,7.96,43.69,3.14
Bihar,Vaishali,2025,57,41.28,284.11,110.65,67.13,4.43
Bihar,West Champaran,2015,267,30.5,240.86,86.5,42.7,3.11
Bihar,West Champaran,2016,250,105.21,133.46,26.12,12.5,0.33
Bihar,West Champaran,2017,265,12.08,148.66,46.18,16.29,0.78
Bihar,West Champaran,2018,157,48.65,248.89,30.44,16.24,2.39
Bihar,West Champaran,2019,228,31.07,148.93,73.92,69.25,4.74
Bihar,West Champaran,2020,315,107.71,92.48,51.49,56.03,0.31
Bihar,West Champaran,2021,74,60.9,284.38,43.08,56.82,4.81
Bihar,West Champaran,2022,180,77.49,87.91,72.82,24.75,4.15
Bihar,West Champaran,2023,61,192.36,33.95,111.41,58.47,0.29
Bihar,West Champaran,2024,161,62.16,176.0,56.62,74.85,3.68
Bihar,West Champaran,2025,325,35.15,134.33,51.16,9.81,2.17
Chhattisgarh,Balod,2015,238,135.87,272.1,92.75,32.81,0.43
Chhattisgarh,Balod,2016,176,24.53,205.21,110.53,28.77,1.73
Chhattisgarh,Balod,2017,331,15.01,183.66,38.12,34.84,0.52
Chhattisgarh,Balod,2018,200,103.17,242.92,92.1,7.42,0.42
Chhattisgarh,Balod,2019,251,78.61,148.59,118.94,70.75,4.94
Chhattisgarh,Balod,2020,330,77.97,281.14,30.38,10.8,2.18
Chhattisgarh,Balod,2021,95,53.87,159.08,29.49,50.61,1.16
Chhattisgarh,Balod,2022,113,59.72,286.8,51.61,64.4,3.57
Chhattisgarh,Balod,2023,163,64.04,214.92,116.3,22.49,2.23
Chhattisgarh,Balod,2024,244,46.04,79.79,119.96,54.59,3.15
Chhattisgarh,Balod,2025,269,136.89,120.53,117.84,39.91,3.85
Chhattisgarh,Baloda Bazar,2015,226,82.31,279.82,110.23,45.2,4.85
Chhattisgarh,Baloda Bazar,2016,254,175.12,202.26,116.3,70.08,2.26
Chhattisgarh,Baloda Bazar,2017,290,186.98,267.08,75.51,28.1,0.65
Chhattisgarh,Baloda Bazar,2018,177,177.82,258.99,36.59,40.73,4.23
Chhattisgarh,Baloda Bazar,2019,253,89.5,165.23,96.89,73.15,1.72
Chhattisgarh,Baloda Bazar,2020,119,86.48,62.17,88.29,69.31,2.92
Chhattisgarh,Baloda Bazar,2021,44,75.89,282.74,99.4,58.17,4.99
Chhattisgarh,Baloda Bazar,2022,309,144.17,25.49,119.65,13.59,2.57
Chhattisgarh,Baloda Bazar,2023,177,83.71,92.26,97.16,39.89,0.54
Chhattisgarh,Baloda Bazar,2024,239,81.57,172.46,81.55,40.13,0.51
Chhattisgarh,Baloda Bazar,2025,148,187.67,297.58,85.13,49.88,2.59
Chhattisgarh,Balrampur,2015,177,26.92,253.53,9.01,59.42,3.88
Chhattisgarh,Balrampur,2016,325,38.75,214.21,20.92,44.93,0.81
Chhattisgarh,Balrampur,2017,329,116.6,67.84,35.04,40.35,2.5
Chhattisgarh,Balrampur,2018,261,184.32,163.8,101.96,21.21,1.56
Chhattisgarh,Balrampur,2019,342,48.85,277.67,94.56,53.96,1.37
Chhattisgarh,Balrampur,2020,103,46.52,156.62,110.74,37.8,3.53
Chhattisgarh,Balrampur,2021,292,166.63,124.98,11.3,77.53,0.47
Chhattisgarh,Balrampur,2022,301,50.66,242.95,100.79,69.5,4.0
Chhattisgarh,Balrampur,2023,128,90.21,243.35,75.46,55.16,2.28
Chhattisgarh,Balrampur,2024,90,117.86,170.61,102.13,30.5,4.35
Chhattisgarh,Balrampur,2025,277,158.13,58.64,78.74,25.78,1.89
Chhattisgarh,Bastar,2015,66,90.7,191.99,65.01,14.52,4.75
Chhattisgarh,Bastar,2016,125,41.41,20.08,87.02,53.13,2.44
Chhattisgarh,Bastar,2017,326,167.52,133.0,38.52,44.38,0.95
Chhattisgarh,Bastar,2018,222,141.78,238.73,112.16,55.43,2.7
Chhattisgarh,Bastar,2019,232,79.22,155.95,43.12,35.95,3.98
Chhattisgarh,Bastar,2020,233,20.39,269.64,96.16,25.05,1.57
Chhattisgarh,Bastar,2021,46,66.82,39.78,49.34,68.49,4.93
Chhattisgarh,Bastar,2022,59,56.25,158.55,40.69,21.43,4.6
Chhattisgarh,Bastar,2023,255,172.28,241.19,18.6,47.83,2.77
Chhattisgarh,Bastar,2024,48,116.49,27.17,72.67,20.56,0.63
Chhattisgarh,Bastar,2025,153,146.53,106.71,23.39,7.52,1.68
Chhattisgarh,Bemetara,2015,256,15.6,165.2,58.25,12.94,1.13
Chhattisgarh,Bemetara,2016,90,47.41,55.73,87.96,50.34,1.86
Chhattisgarh,Bemetara,2017,214,68.62,112.73,89.53,68.23,3.02
Chhattisgarh,Bemetara,2018,292,95.01,30.07,37.51,15.39,3.22
Chhattisgarh,Bemetara,2019,72,59.63,174.25,69.14,53.24,1.78
Chhattisgarh,Bemetara,2020,87,123.11,201.43,100.36,66.23,3.19
Chhattisgarh,Bemetara,2021,114,16.24,241.58,73.28,66.75,3.35
Chhattisgarh,Bemetara,2022,214,82.45,250.9,101.44,61.04,3.03
Chhattisgarh,Bemetara,2023,65,175.12,261.51,99.21,19.74,4.13
Chhattisgarh,Bemetara,2024,217,89.68,170.7,75.79,35.02,3.7
Chhattisgarh,Bemetara,2025,202,51.79,53.98,66.47,77.14,3.97
Chhattisgarh,Bijapur,2015,81,67.81,192.75,44.58,12.85,4.49
Chhattisgarh,Bijapur,2016,74,43.96,114.14,79.62,64.84,0.58
Chhattisgarh,Bijapur,2017,150,140.25,94.83,93.19,63.4,0.67
Chhattisgarh,Bijapur,2018,216,160.81,69.43,62.54,25.46,1.24
Chhattisgarh,Bijapur,2019,325,78.82,103.76,98.96,34.65,1.08
Chhattisgarh,Bijapur,2020,315,144.39,291.35,57.56,59.71,0.32
Chhattisgarh,Bijapur,2021,250,157.14,284.26,77.33,41.88,0.28
Chhattisgarh,Bijapur,2022,246,85.53,251.01,74.56,24.5,3.88
Chhattisgarh,Bijapur,2023,126,83.88,261.54,61.57,39.74,1.57
Chhattisgarh,Bijapur,2024,322,67.57,295.92,114.11,19.26,0.38
Chhattisgarh,Bijapur,2025,301,103.41,226.82,50.51,27.13,4.94
Chhattisgarh,Bilaspur,2015,232,166.26,190.15,78.97,57.1,1.03
Chhattisgarh,Bilaspur,2016,129,130.31,237.15,54.7,53.92,4.02
Chhattisgarh,Bilaspur,2017,202,173.02,143.37,118.55,54.55,0.32
Chhattisgarh,Bilaspur,2018,229,95.7,290.9,54.87,38.63,3.74
Chhattisgarh,Bilaspur,2019,212,46.38,124.96,85.14,62.21,1.77
Chhattisgarh,Bilaspur,2020,87,114.72,255.8,40.14,55.87,1.43
Chhattisgarh,Bilaspur,2021,347,185.38,246.48,103.46,2.41,0.81
Chhattisgarh,Bilaspur,2022,149,23.82,57.88,58.61,79.48,4.06
Chhattisgarh,Bilaspur,2023,123,33.81,293.32,61.82,46.93,3.78
Chhattisgarh,Bilaspur,2024,161,174.96,86.66,34.17,46.32,1.19
Chhattisgarh,Bilaspur,2025,59,73.65,276.95,54.42,17.11,0.47
Chhattisgarh,Dantewada,2015,325,162.18,62.13,5.91,79.4,1.86
Chhattisgarh,Dantewada,2016,303,136.38,148.97,58.55,20.65,3.75
Chhattisgarh,Dantewada,2017,249,132.91,22.91,14.49,73.31,2.07
Chhattisgarh,Dantewada,2018,47,94.96,25.54,107.21,20.49,4.62
Chhattisgarh,Dantewada,2019,233,155.74,225.56,62.13,32.0,1.02
Chhattisgarh,Dantewada,2020,65,32.55,37.77,31.05,64.34,3.87
Chhattisgarh,Dantewada,2021,204,34.59,31.59,97.3,4.08,1.56
Chhattisgarh,Dantewada,2022,272,132.0,232.43,32.08,23.71,2.97
Chhattisgarh,Dantewada,2023,131,12.89,184.89,109.66,36.02,4.87
Chhattisgarh,Dantewada,2024,217,136.15,103.23,72.93,5.39,2.77
Chhattisgarh,Dantewada,2025,319,15.32,150.78,41.13,75.3,1.26
Chhattisgarh,Dhamtari,2015,298,86.98,27.77,72.81,30.69,0.72
Chhattisgarh,Dhamtari,2016,241,182.84,217.49,106.97,58.88,4.52
Chhattisgarh,Dhamtari,2017,101,116.46,105.6,6.97,57.73,4.39
Chhattisgarh,Dhamtari,2018,280,24.37,109.21,9.35,40.69,1.01
Chhattisgarh,Dhamtari,2019,251,177.6,67.77,26.81,22.67,1.52
Chhattisgarh,Dhamtari,2020,199,126.11,55.97,69.74,44.43,2.53
Chhattisgarh,Dhamtari,2021,254,86.76,190.24,28.65,38.54,2.23
Chhattisgarh,Dhamtari,2022,259,77.92,164.36,11.48,65.44,0.41
Chhattisgarh,Dhamtari,2023,208,134.2,171.22,78.42,3.92,2.35
Chhattisgarh,Dhamtari,2024,124,177.54,89.76,61.13,78.76,2.17
Chhattisgarh,Dhamtari,2025,177,103.64,93.67,57.79,25.16,0.84
Chhattisgarh,Durg,2015,263,159.26,108.17,118.91,67.11,1.19
Chhattisgarh,Durg,2016,199,153.56,143.78,67.44,35.13,3.46
Chhattisgarh,Durg,2017,170,120.23,152.23,109.48,52.04,1.43
Chhattisgarh,Durg,2018,120,147.27,271.67,10.75,40.33,0.21
Chhattisgarh,Durg,2019,49,54.74,126.76,60.07,22.76,1.36
Chhattisgarh,Durg,2020,259,111.96,29.53,39.44,62.85,4.42
Chhattisgarh,Durg,2021,187,24.7,175.54,67.3,12.5,4.41
Chhattisgarh,Durg,2022,82,19.27,171.33,20.06,17.77,2.93
Chhattisgarh,Durg,2023,345,53.76,111.31,81.02,66.81,1.21
Chhattisgarh,Durg,2024,101,86.01,182.88,77.4,49.64,0.99
Chhattisgarh,Durg,2025,188,175.68,232.0,100.66,48.5,2.83
Chhattisgarh,Gariaband,2015,85,25.87,282.02,5.05,43.65,4.21
Chhattisgarh,Gariaband,2016,228,188.48,119.29,80.31,57.18,0.86
Chhattisgarh,Gariaband,2017,260,34.31,120.13,88.96,39.87,2.13
Chhattisgarh,Gariaband,2018,311,31.96,210.57,71.67,29.77,3.23
Chhattisgarh,Gariaband,2019,338,67.83,233.56,105.65,12.53,2.63
Chhattisgarh,Gariaband,2020,225,47.04,288.19,50.22,56.46,0.26
Chhattisgarh,Gariaband,2021,98,103.27,217.52,70.08,39.83,1.48
Chhattisgarh,Gariaband,2022,61,187.89,170.51,51.3,72.61,4.41
Chhattisgarh,Gariaband,2023,158,57.02,36.26,89.16,26.63,3.28
Chhattisgarh,Gariaband,2024,284,182.21,166.22,11.32,24.51,2.33
Chhattisgarh,Gariaband,2025,339,60.45,248.28,102.16,38.07,1.86
Chhattisgarh,Gaurela-Pendra-Marwahi,2015,286,126.09,127.38,32.6,51.19,0.37
Chhattisgarh,Gaurela-Pendra-Marwahi,2016,159,13.47,221.71,94.7,23.45,1.04
Chhattisgarh,Gaurela-Pendra-Marwahi,2017,48,108.9,105.82,30.3,4.37,3.79
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,96,47.86,290.95,113.69,43.16,0.56
Chhattisgarh,Gaurela-Pendra-Marwahi,2019,290,167.34,99.97,42.25,12.29,3.63
Chhattisgarh,Gaurela-Pendra-Marwahi,2020,197,45.6,59.86,114.36,43.63,3.29
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,142,45.64,197.93,86.26,76.4,2.54
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,235,49.0,216.47,105.49,38.57,2.64
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,238,127.74,200.49,83.0,3.82,0.67
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,301,118.26,237.44,13.35,62.96,1.17
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,199,70.77,236.78,16.64,19.15,0.95
Chhattisgarh,Janjgir-Champa,2015,224,189.02,175.72,41.44,63.73,1.85
Chhattisgarh,Janjgir-Champa,2016,137,73.76,219.12,53.06,50.91,1.14
Chhattisgarh,Janjgir-Champa,2017,175,191.89,38.18,14.33,55.68,2.81
Chhattisgarh,Janjgir-Champa,2018,124,40.92,28.35,38.66,29.32,0.21
Chhattisgarh,Janjgir-Champa,2019,302,195.69,269.96,106.22,18.82,0.98
Chhattisgarh,Janjgir-Champa,2020,121,166.53,220.83,52.41,73.77,0.67
Chhattisgarh,Janjgir-Champa,2021,251,89.52,241.13,81.57,4.89,1.56
Chhattisgarh,Janjgir-Champa,2022,50,89.3,189.06,111.96,64.31,4.84
Chhattisgarh,Janjgir-Champa,2023,188,168.79,138.33,110.72,32.38,3.97
Chhattisgarh,Janjgir-Champa,2024,318,86.87,154.6,86.71,4.8,2.72
Chhattisgarh,Janjgir-Champa,2025,170,149.73,75.33,20.56,73.0,4.24
Chhattisgarh,Jashpur,2015,243,97.64,226.81,90.72,55.82,4.42
Chhattisgarh,Jashpur,2016,123,199.01,129.89,36.3,36.32,2.14
Chhattisgarh,Jashpur,2017,114,125.01,195.02,82.92,3.5,3.0
Chhattisgarh,Jashpur,2018,182,99.63,265.77,34.14,9.13,4.66
Chhattisgarh,Jashpur,2019,301,188.81,291.94,33.61,67.78,1.09
Chhattisgarh,Jashpur,2020,292,128.84,20.38,59.04,52.96,3.25
Chhattisgarh,Jashpur,2021,234,116.58,228.95,32.48,76.0,4.64
Chhattisgarh,Jashpur,2022,74,42.45,109.38,93.29,14.67,2.21
Chhattisgarh,Jashpur,2023,324,23.99,67.91,98.94,66.61,1.42
Chhattisgarh,Jashpur,2024,248,91.24,234.16,23.76,9.15,1.52
Chhattisgarh,Jashpur,2025,257,44.42,266.45,102.2,26.99,2.71
Chhattisgarh,Kabirdham,2015,167,141.69,126.31,94.84,39.0,4.51
Chhattisgarh,Kabirdham,2016,50,130.75,75.81,26.89,51.63,2.5
Chhattisgarh,Kabirdham,2017,329,180.61,23.08,8.04,64.2,3.89
Chhattisgarh,Kabirdham,2018,337,45.43,74.09,54.02,24.15,3.91
Chhattisgarh,Kabirdham,2019,232,90.39,101.46,90.11,5.33,3.39
Chhattisgarh,Kabirdham,2020,337,129.11,141.79,115.35,69.59,3.1
Chhattisgarh,Kabirdham,2021,273,60.14,188.86,97.68,73.75,2.31
Chhattisgarh,Kabirdham,2022,260,51.84,37.75,99.57,18.43,2.56
Chhattisgarh,Kabirdham,2023,167,161.91,257.53,106.98,42.49,0.24
Chhattisgarh,Kabirdham,2024,70,127.44,286.68,108.01,26.13,4.07
Chhattisgarh,Kabirdham,2025,162,71.45,103.45,82.22,58.04,4.7
Chhattisgarh,Kanker,2015,229,82.33,159.73,44.99,70.14,4.46
Chhattisgarh,Kanker,2016,91,51.57,182.22,35.06,62.04,4.51
Chhattisgarh,Kanker,2017,273,30.37,140.95,97.18,15.37,3.71
Chhattisgarh,Kanker,2018,196,74.15,128.3,70.9,31.89,3.14
Chhattisgarh,Kanker,2019,250,49.96,271.38,102.9,22.56,3.47
Chhattisgarh,Kanker,2020,162,80.47,295.67,54.49,43.79,2.04
Chhattisgarh,Kanker,2021,279,78.47,172.44,97.6,35.55,1.82
Chhattisgarh,Kanker,2022,294,26.75,110.56,47.22,68.31,2.26
Chhattisgarh,Kanker,2023,106,35.57,277.9,46.71,8.25,2.07
Chhattisgarh,Kanker,2024,290,64.75,163.98,8.65,38.49,1.46
Chhattisgarh,Kanker,2025,229,46.65,264.61,71.08,11.73,2.44
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2015,183,67.37,209.54,51.3,62.6,1.56
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,88,164.86,286.79,70.23,79.2,0.67
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2017,290,132.39,108.21,115.84,50.19,0.41
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,244,118.64,25.67,29.51,72.64,3.92
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2019,305,105.91,67.5,91.18,18.64,2.81
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2020,130,188.22,156.64,87.61,38.72,3.79
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2021,247,120.17,27.84,62.04,39.36,1.42
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2022,91,99.29,212.92,98.91,12.74,4.9
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,206,128.22,255.35,32.79,9.2,2.18
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2024,101,120.44,58.05,103.74,47.4,3.61
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2025,187,145.15,152.05,92.96,74.75,4.94
Chhattisgarh,Kondagaon,2015,158,87.9,171.41,114.53,76.71,1.41
Chhattisgarh,Kondagaon,2016,182,161.14,277.01,35.52,46.3,4.04
Chhattisgarh,Kondagaon,2017,60,94.97,158.89,20.18,77.15,2.54
Chhattisgarh,Kondagaon,2018,251,63.55,63.33,103.61,72.68,4.7
Chhattisgarh,Kondagaon,2019,204,27.73,271.41,60.29,57.45,2.3
Chhattisgarh,Kondagaon,2020,143,197.75,189.35,74.85,13.47,1.45
Chhattisgarh,Kondagaon,2021,162,95.91,203.0,102.26,23.82,1.67
Chhattisgarh,Kondagaon,2022,307,156.66,54.28,91.74,72.78,4.53
Chhattisgarh,Kondagaon,2023,262,63.09,72.06,15.95,49.96,0.26
Chhattisgarh,Kondagaon,2024,288,198.02,204.63,83.24,43.44,1.8
Chhattisgarh,Kondagaon,2025,155,43.36,241.45,22.99,53.75,4.62
Chhattisgarh,Korba,2015,92,152.81,286.89,47.81,63.18,1.32
Chhattisgarh,Korba,2016,193,15.38,125.03,82.73,65.44,4.12
Chhattisgarh,Korba,2017,255,26.22,54.16,82.69,38.9,4.21
Chhattisgarh,Korba,2018,109,108.44,94.33,23.03,76.93,1.07
