state,district,year,it_companies,tech_startups,internet_users,mobile_users,data_centers
Gujarat,Dang,2023,1605,13,527742,2282419,19
Gujarat,Dang,2024,855,332,1944792,1673901,9
Gujarat,Dang,2025,39,50,723023,228991,10
Gujarat,Devbhoomi Dwarka,2015,1279,862,1703565,1930158,14
Gujarat,Devbhoomi Dwarka,2016,994,234,1629155,2614689,11
Gujarat,Devbhoomi Dwarka,2017,1300,244,1974544,833272,19
Gujarat,Devbhoomi Dwarka,2018,372,642,1177120,200871,12
Gujarat,Devbhoomi Dwarka,2019,1485,269,1494648,502455,12
Gujarat,Devbhoomi Dwarka,2020,901,89,1540610,2935197,20
Gujarat,Devbhoomi Dwarka,2021,1129,798,1105472,1870874,8
Gujarat,Devbhoomi Dwarka,2022,808,19,1856574,1850572,19
Gujarat,Devbhoomi Dwarka,2023,229,440,1719658,972841,2
Gujarat,Devbhoomi Dwarka,2024,1634,111,1902487,2139261,20
Gujarat,Devbhoomi Dwarka,2025,1743,765,1973047,238915,9
Gujarat,Gandhinagar,2015,1825,591,477448,1696698,2
Gujarat,Gandhinagar,2016,1538,537,642038,140964,18
Gujarat,Gandhinagar,2017,1584,620,691870,679972,15
Gujarat,Gandhinagar,2018,107,378,689295,1382905,14
Gujarat,Gandhinagar,2019,1182,183,1582525,2521827,11
Gujarat,Gandhinagar,2020,1905,691,948506,2777790,15
Gujarat,Gandhinagar,2021,371,460,1168453,21753,10
Gujarat,Gandhinagar,2022,952,312,1880243,267598,14
Gujarat,Gandhinagar,2023,1813,552,1755224,2212797,5
Gujarat,Gandhinagar,2024,1416,93,1784322,2760549,14
Gujarat,Gandhinagar,2025,35,694,1874213,2901881,17
Gujarat,Gir Somnath,2015,987,193,787124,2670607,20
Gujarat,Gir Somnath,2016,569,761,997139,1429675,12
Gujarat,Gir Somnath,2017,1119,660,635685,234439,4
Gujarat,Gir Somnath,2018,669,983,1393124,1092105,10
Gujarat,Gir Somnath,2019,877,95,88159,871600,2
Gujarat,Gir Somnath,2020,359,717,952024,810188,10
Gujarat,Gir Somnath,2021,1728,178,588063,1303361,2
Gujarat,Gir Somnath,2022,837,728,577109,2584704,3
Gujarat,Gir Somnath,2023,1102,898,1277742,367905,8
Gujarat,Gir Somnath,2024,1471,879,1444576,1980382,19
Gujarat,Gir Somnath,2025,32,383,1261133,976275,13
Gujarat,Jamnagar,2015,748,634,1751512,190903,10
Gujarat,Jamnagar,2016,1377,59,356754,2466279,14
Gujarat,Jamnagar,2017,126,251,719236,2631962,19
Gujarat,Jamnagar,2018,1765,640,900406,854742,17
Gujarat,Jamnagar,2019,964,741,1156855,2351718,3
Gujarat,Jamnagar,2020,1772,549,1129623,811586,8
Gujarat,Jamnagar,2021,285,560,1848961,2206153,14
Gujarat,Jamnagar,2022,287,97,190236,2060066,8
Gujarat,Jamnagar,2023,2000,153,1163277,2958973,10
Gujarat,Jamnagar,2024,99,368,1093468,2519111,5
Gujarat,Jamnagar,2025,1257,891,1825968,2083676,4
Gujarat,Junagadh,2015,829,253,584351,1594709,1
Gujarat,Junagadh,2016,1239,300,758680,2018890,14
Gujarat,Junagadh,2017,1092,791,661330,1381179,12
Gujarat,Junagadh,2018,595,326,608469,1894390,10
Gujarat,Junagadh,2019,558,88,1699454,1301292,17
Gujarat,Junagadh,2020,1252,57,780891,251546,18
Gujarat,Junagadh,2021,1232,382,453062,233776,18
Gujarat,Junagadh,2022,117,20,147618,1472245,18
Gujarat,Junagadh,2023,698,854,1355754,1220026,0
Gujarat,Junagadh,2024,386,521,1909446,458154,11
Gujarat,Junagadh,2025,793,264,439533,825450,1
Gujarat,Kheda,2015,381,253,1091705,1039052,19
Gujarat,Kheda,2016,7,208,763223,1642654,0
Gujarat,Kheda,2017,458,553,205794,1716477,5
Gujarat,Kheda,2018,348,457,1365749,836934,9
Gujarat,Kheda,2019,199,268,1456399,1167245,8
Gujarat,Kheda,2020,508,496,404280,2033785,7
Gujarat,Kheda,2021,1081,240,831741,653662,13
Gujarat,Kheda,2022,694,654,55547,219772,17
Gujarat,Kheda,2023,875,57,1199127,2293345,17
Gujarat,Kheda,2024,266,370,200687,835948,18
Gujarat,Kheda,2025,1985,989,1521667,2421091,18
Gujarat,Kutch,2015,1595,991,815010,1211947,5
Gujarat,Kutch,2016,676,51,160904,2364107,13
Gujarat,Kutch,2017,269,34,543372,2546816,19
Gujarat,Kutch,2018,1873,776,1798788,335217,8
Gujarat,Kutch,2019,1617,14,1710701,951329,14
Gujarat,Kutch,2020,1620,948,1494815,2430546,15
Gujarat,Kutch,2021,261,437,1998894,397706,11
Gujarat,Kutch,2022,1331,712,119027,2786169,5
Gujarat,Kutch,2023,303,460,1058386,1125274,12
Gujarat,Kutch,2024,240,527,1536631,738277,14
Gujarat,Kutch,2025,1053,522,1506629,317567,0
Gujarat,Mahisagar,2015,627,113,129483,27043,8
Gujarat,Mahisagar,2016,344,401,620928,2287215,1
Gujarat,Mahisagar,2017,511,733,571602,1857140,13
Gujarat,Mahisagar,2018,1996,42,170008,1217679,18
Gujarat,Mahisagar,2019,932,303,1583974,824498,15
Gujarat,Mahisagar,2020,754,172,1997034,1405806,14
Gujarat,Mahisagar,2021,1225,19,1968926,1892496,2
Gujarat,Mahisagar,2022,1727,190,1152041,465346,11
Gujarat,Mahisagar,2023,464,646,810612,2140673,16
Gujarat,Mahisagar,2024,1052,859,1624869,2535772,4
Gujarat,Mahisagar,2025,1431,417,300869,522067,2
Gujarat,Mehsana,2015,262,160,1823483,1418201,19
Gujarat,Mehsana,2016,1882,282,698390,473084,18
Gujarat,Mehsana,2017,1556,694,1586229,699897,19
Gujarat,Mehsana,2018,1047,731,1787177,216940,0
Gujarat,Mehsana,2019,386,859,749138,2971634,2
Gujarat,Mehsana,2020,1390,905,897247,24069,20
Gujarat,Mehsana,2021,353,520,1040971,1476714,9
Gujarat,Mehsana,2022,912,372,1557766,315289,19
Gujarat,Mehsana,2023,360,338,1175836,1761901,20
Gujarat,Mehsana,2024,1740,750,1556412,395200,17
Gujarat,Mehsana,2025,1639,375,1084725,381604,0
Gujarat,Morbi,2015,1323,258,399293,2805983,13
Gujarat,Morbi,2016,518,460,674547,258605,11
Gujarat,Morbi,2017,1607,729,1988573,1940028,0
Gujarat,Morbi,2018,568,290,900650,1410755,3
Gujarat,Morbi,2019,1458,190,31751,1386367,11
Gujarat,Morbi,2020,1535,966,1126709,1904908,6
Gujarat,Morbi,2021,70,384,1625787,2654933,7
Gujarat,Morbi,2022,482,166,1301046,2206126,3
Gujarat,Morbi,2023,1720,981,1892285,755072,6
Gujarat,Morbi,2024,125,358,632643,1875034,9
Gujarat,Morbi,2025,534,527,100430,2898433,16
Gujarat,Narmada,2015,1634,184,1058681,2243134,11
Gujarat,Narmada,2016,1630,539,1404753,2572879,14
Gujarat,Narmada,2017,1037,373,760198,689864,4
Gujarat,Narmada,2018,1975,432,68850,1530555,10
Gujarat,Narmada,2019,1604,909,1057050,540288,20
Gujarat,Narmada,2020,1232,764,377070,1812834,0
Gujarat,Narmada,2021,277,997,769229,72404,16
Gujarat,Narmada,2022,96,745,1118418,489545,0
Gujarat,Narmada,2023,727,285,534052,912541,20
Gujarat,Narmada,2024,557,95,1104210,2961634,1
Gujarat,Narmada,2025,1745,17,1304071,401094,9
Gujarat,Navsari,2015,460,133,938456,392554,8
Gujarat,Navsari,2016,1459,224,1361797,1903830,11
Gujarat,Navsari,2017,1613,289,1421259,2733654,6
Gujarat,Navsari,2018,1839,183,60813,1651906,15
Gujarat,Navsari,2019,1582,968,1781527,2681333,8
Gujarat,Navsari,2020,12,97,274568,2426195,14
Gujarat,Navsari,2021,1832,530,889472,465637,12
Gujarat,Navsari,2022,609,646,437948,1778305,20
Gujarat,Navsari,2023,38,72,1472050,1120449,19
Gujarat,Navsari,2024,479,889,1146521,2308925,3
Gujarat,Navsari,2025,198,372,397466,2763086,9
Gujarat,Panchmahal,2015,551,192,1439397,1309288,8
Gujarat,Panchmahal,2016,1973,226,909872,794180,20
Gujarat,Panchmahal,2017,1563,754,740152,2872922,14
Gujarat,Panchmahal,2018,1772,191,633103,2909471,3
Gujarat,Panchmahal,2019,1763,586,356970,2049123,10
Gujarat,Panchmahal,2020,944,240,109305,2305984,15
Gujarat,Panchmahal,2021,1617,596,227750,2731004,7
Gujarat,Panchmahal,2022,303,965,1134494,1442890,14
Gujarat,Panchmahal,2023,1878,839,343635,2129335,10
Gujarat,Panchmahal,2024,123,725,1514973,1807895,8
Gujarat,Panchmahal,2025,586,511,1242190,442445,1
Gujarat,Patan,2015,1788,557,1833644,2692094,11
Gujarat,Patan,2016,99,680,1999613,266816,1
Gujarat,Patan,2017,852,831,1666464,1418260,6
Gujarat,Patan,2018,548,966,434767,1793358,8
Gujarat,Patan,2019,541,160,915918,716178,8
Gujarat,Patan,2020,1969,952,1972339,2926659,17
Gujarat,Patan,2021,1468,162,1445706,1242051,15
Gujarat,Patan,2022,377,144,1054193,1453292,13
Gujarat,Patan,2023,1188,3,469975,797744,0
Gujarat,Patan,2024,1600,883,46010,2280648,8
Gujarat,Patan,2025,718,404,516905,1064728,16
Gujarat,Porbandar,2015,1382,389,1744345,71600,20
Gujarat,Porbandar,2016,1817,708,1438533,429128,17
Gujarat,Porbandar,2017,64,760,286544,1786312,11
Gujarat,Porbandar,2018,1433,982,292086,508709,12
Gujarat,Porbandar,2019,699,401,405380,2682521,0
Gujarat,Porbandar,2020,1556,597,461629,2659904,3
Gujarat,Porbandar,2021,1919,872,1744343,2385992,0
Gujarat,Porbandar,2022,461,330,1867144,812921,1
Gujarat,Porbandar,2023,1109,898,428910,2345354,8
Gujarat,Porbandar,2024,1852,967,1647851,2702356,5
Gujarat,Porbandar,2025,1821,474,832663,2471770,3
Gujarat,Rajkot,2015,1494,805,613788,1792187,12
Gujarat,Rajkot,2016,97,526,1493653,1022322,1
Gujarat,Rajkot,2017,446,871,371456,769305,7
Gujarat,Rajkot,2018,1945,935,611227,1983121,14
Gujarat,Rajkot,2019,1591,427,1127859,2150604,18
Gujarat,Rajkot,2020,386,394,1688273,1533322,16
Gujarat,Rajkot,2021,775,459,1820182,366181,15
Gujarat,Rajkot,2022,814,168,1548398,2446629,4
Gujarat,Rajkot,2023,42,52,1366547,249234,1
Gujarat,Rajkot,2024,319,829,1935262,727802,10
Gujarat,Rajkot,2025,1026,80,1475390,662200,8
Gujarat,Sabarkantha,2015,1438,165,1347678,2083892,15
Gujarat,Sabarkantha,2016,1602,681,1976063,1095448,11
Gujarat,Sabarkantha,2017,401,935,1276921,271441,20
Gujarat,Sabarkantha,2018,170,935,298441,1094804,18
Gujarat,Sabarkantha,2019,1335,859,1764053,970070,16
Gujarat,Sabarkantha,2020,1487,351,1454488,651713,18
Gujarat,Sabarkantha,2021,1346,15,273978,922377,1
Gujarat,Sabarkantha,2022,1824,750,1102237,1514606,11
Gujarat,Sabarkantha,2023,1307,970,1715017,366951,17
Gujarat,Sabarkantha,2024,86,922,340350,2494254,12
Gujarat,Sabarkantha,2025,1263,71,1436609,180244,18
Gujarat,Surat,2015,487,520,124920,2029134,13
Gujarat,Surat,2016,828,847,128749,2280462,13
Gujarat,Surat,2017,1789,552,1533903,1366166,13
Gujarat,Surat,2018,1260,710,1224502,169448,5
Gujarat,Surat,2019,481,244,760045,2125316,6
Gujarat,Surat,2020,1619,926,1099507,889815,12
Gujarat,Surat,2021,512,717,109467,2537000,6
Gujarat,Surat,2022,1979,585,1408167,2139233,2
Gujarat,Surat,2023,920,771,1370526,198530,20
Gujarat,Surat,2024,816,470,1252620,2749936,2
Gujarat,Surat,2025,1178,694,1607258,2986625,15
Gujarat,Surendranagar,2015,868,159,845530,1552496,6
Gujarat,Surendranagar,2016,1234,271,1984392,465989,12
Gujarat,Surendranagar,2017,955,802,103875,268402,20
Gujarat,Surendranagar,2018,1229,260,958484,738781,19
Gujarat,Surendranagar,2019,966,286,1014326,658872,12
Gujarat,Surendranagar,2020,750,920,1211816,145423,2
Gujarat,Surendranagar,2021,1410,452,1302731,1681470,15
Gujarat,Surendranagar,2022,1342,328,61902,1997917,12
Gujarat,Surendranagar,2023,1486,368,181225,2095131,4
Gujarat,Surendranagar,2024,1242,344,475858,2782287,10
Gujarat,Surendranagar,2025,1009,994,1931154,1293480,14
Gujarat,Tapi,2015,425,266,162764,1669460,19
Gujarat,Tapi,2016,1957,843,848944,1870955,9
Gujarat,Tapi,2017,860,498,715114,1732390,19
Gujarat,Tapi,2018,217,625,1283400,788605,6
Gujarat,Tapi,2019,1855,606,1617540,2793731,10
Gujarat,Tapi,2020,422,335,224718,2881639,14
Gujarat,Tapi,2021,900,694,488084,2432445,15
Gujarat,Tapi,2022,1980,568,1995338,244141,2
Gujarat,Tapi,2023,989,870,1613063,2378482,18
Gujarat,Tapi,2024,251,416,1027852,1524388,12
Gujarat,Tapi,2025,144,615,1886542,991539,11
Gujarat,Vadodara,2015,658,612,1698210,1273869,0
Gujarat,Vadodara,2016,1416,548,863736,2843821,1
Gujarat,Vadodara,2017,1345,268,1125260,1728468,20
Gujarat,Vadodara,2018,1884,892,531922,2619468,5
Gujarat,Vadodara,2019,1146,13,689188,490834,10
Gujarat,Vadodara,2020,290,94,1187268,1934369,13
Gujarat,Vadodara,2021,1559,382,877607,1070118,7
Gujarat,Vadodara,2022,1103,280,1390241,2976021,5
Gujarat,Vadodara,2023,899,379,444084,117837,16
Gujarat,Vadodara,2024,1258,174,1331439,2095030,2
Gujarat,Vadodara,2025,1247,291,863836,430559,19
Gujarat,Valsad,2015,1512,101,389068,2727815,16
Gujarat,Valsad,2016,688,477,886008,2151675,15
Gujarat,Valsad,2017,1574,77,1773314,1774575,16
Gujarat,Valsad,2018,1696,246,531017,1607455,10
Gujarat,Valsad,2019,94,163,1373616,2097011,11
Gujarat,Valsad,2020,576,340,1719152,2408848,6
Gujarat,Valsad,2021,232,362,491738,2259584,11
Gujarat,Valsad,2022,278,959,1231571,2208998,13
Gujarat,Valsad,2023,800,269,679142,2923588,13
Gujarat,Valsad,2024,1578,784,841763,1933929,3
Gujarat,Valsad,2025,1460,332,967261,211953,17
Haryana,Ambala,2015,647,752,1948072,1304629,11
Haryana,Ambala,2016,379,440,318611,1545008,4
Haryana,Ambala,2017,1211,650,990902,723318,1
Haryana,Ambala,2018,1468,267,408722,1131258,9
Haryana,Ambala,2019,1213,365,1983190,2702410,16
Haryana,Ambala,2020,277,869,930385,2658281,19
Haryana,Ambala,2021,1354,473,1783317,1369400,11
Haryana,Ambala,2022,1701,246,709095,228814,16
Haryana,Ambala,2023,809,501,1406427,2506650,4
Haryana,Ambala,2024,834,828,1204243,1653510,11
Haryana,Ambala,2025,1249,704,437720,1469182,10
Haryana,Bhiwani,2015,993,138,1958739,2744621,13
Haryana,Bhiwani,2016,451,25,1577662,927152,11
Haryana,Bhiwani,2017,465,678,690624,1830156,16
Haryana,Bhiwani,2018,1912,230,1761738,662260,18
Haryana,Bhiwani,2019,1472,926,1302027,682250,7
Haryana,Bhiwani,2020,135,51,1860631,789102,17
Haryana,Bhiwani,2021,1773,366,403640,93802,6
Haryana,Bhiwani,2022,568,213,1859229,2002159,13
Haryana,Bhiwani,2023,246,488,1293752,270683,16
Haryana,Bhiwani,2024,1337,410,597864,1971285,6
Haryana,Bhiwani,2025,1271,645,946287,2040122,9
Haryana,Charkhi Dadri,2015,1094,701,99864,2652781,6
Haryana,Charkhi Dadri,2016,556,340,1219352,757028,10
Haryana,Charkhi Dadri,2017,535,530,95903,1447981,17
Haryana,Charkhi Dadri,2018,1168,941,177040,2214396,15
Haryana,Charkhi Dadri,2019,292,559,1941950,1420190,3
Haryana,Charkhi Dadri,2020,414,640,1909455,390937,4
Haryana,Charkhi Dadri,2021,1597,99,554243,2655169,4
Haryana,Charkhi Dadri,2022,749,826,1825253,2481146,3
Haryana,Charkhi Dadri,2023,1698,746,1736605,529192,12
Haryana,Charkhi Dadri,2024,1130,789,1412075,1199998,2
Haryana,Charkhi Dadri,2025,1313,942,462562,954853,19
Haryana,Faridabad,2015,1738,312,1474224,264745,18
Haryana,Faridabad,2016,96,291,736507,2704074,12
Haryana,Faridabad,2017,1045,499,1047782,520578,5
Haryana,Faridabad,2018,662,16,778247,1282623,13
Haryana,Faridabad,2019,1507,807,1826217,37813,17
Haryana,Faridabad,2020,1544,41,445138,2103905,19
Haryana,Faridabad,2021,416,892,882596,952331,15
Haryana,Faridabad,2022,1391,891,352165,2382806,7
Haryana,Faridabad,2023,1685,926,1002575,1431996,3
Haryana,Faridabad,2024,546,95,857302,797138,5
Haryana,Faridabad,2025,1104,387,1645602,2474668,15
Haryana,Fatehabad,2015,1564,389,168089,1109326,0
Haryana,Fatehabad,2016,1784,487,1366955,725491,15
Haryana,Fatehabad,2017,502,811,1660335,2393405,9
Haryana,Fatehabad,2018,1301,480,630386,1358154,14
Haryana,Fatehabad,2019,1574,649,565360,964085,18
Haryana,Fatehabad,2020,933,696,1839852,2595941,2
Haryana,Fatehabad,2021,939,501,1286028,1068621,10
Haryana,Fatehabad,2022,538,374,843475,1770021,8
Haryana,Fatehabad,2023,1880,178,509168,2509581,0
Haryana,Fatehabad,2024,1674,475,1203690,1729172,19
Haryana,Fatehabad,2025,503,586,455737,553402,12
Haryana,Gurugram,2015,811,447,578415,694077,6
Haryana,Gurugram,2016,702,589,1985132,1858547,11
Haryana,Gurugram,2017,871,180,1181754,1999891,16
Haryana,Gurugram,2018,1037,372,648678,2432880,3
Haryana,Gurugram,2019,856,279,1030339,87882,14
Haryana,Gurugram,2020,706,556,285657,1440682,1
Haryana,Gurugram,2021,1523,698,661450,143774,4
Haryana,Gurugram,2022,1368,839,1588627,2400066,15
Haryana,Gurugram,2023,1074,615,1079873,211241,4
Haryana,Gurugram,2024,623,900,40595,2685505,4
Haryana,Gurugram,2025,1590,90,1082781,803861,4
Haryana,Hisar,2015,431,296,972257,559464,12
Haryana,Hisar,2016,1883,245,558934,2409545,1
Haryana,Hisar,2017,820,713,162420,422869,8
Haryana,Hisar,2018,1980,994,240572,1491373,4
Haryana,Hisar,2019,920,775,415930,335809,3
Haryana,Hisar,2020,180,502,1991114,1940734,13
Haryana,Hisar,2021,448,110,1692586,1757885,14
Haryana,Hisar,2022,1581,767,1285010,154963,17
Haryana,Hisar,2023,1044,973,1042081,924834,12
Haryana,Hisar,2024,634,351,414248,1142125,19
Haryana,Hisar,2025,756,685,1947158,85335,19
Haryana,Jhajjar,2015,726,719,969867,1284214,7
Haryana,Jhajjar,2016,1521,75,1159922,1178566,10
Haryana,Jhajjar,2017,952,393,1224286,1649778,9
Haryana,Jhajjar,2018,1328,200,90682,1345977,20
Haryana,Jhajjar,2019,363,652,272604,2307400,0
Haryana,Jhajjar,2020,91,154,1442480,1567575,18
Haryana,Jhajjar,2021,543,985,1712230,2651159,19
Haryana,Jhajjar,2022,991,967,1895291,2725621,8
Haryana,Jhajjar,2023,218,338,878035,1079763,18
Haryana,Jhajjar,2024,967,469,271074,2620838,8
Haryana,Jhajjar,2025,79,462,1137462,1358606,19
Haryana,Jind,2015,477,889,579456,2362909,14
Haryana,Jind,2016,1353,423,888683,711414,18
Haryana,Jind,2017,1697,865,1176694,488007,13
Haryana,Jind,2018,1263,301,794144,2342050,17
Haryana,Jind,2019,9,720,1502320,2117296,1
Haryana,Jind,2020,1772,545,403241,1997560,17
Haryana,Jind,2021,1563,822,717960,1813938,19
Haryana,Jind,2022,578,712,1262891,704361,11
Haryana,Jind,2023,1617,973,1414696,2604551,9
Haryana,Jind,2024,1080,698,1339351,2453490,8
Haryana,Jind,2025,913,861,1855554,1625942,20
Haryana,Kaithal,2015,107,100,1241955,1646295,8
Haryana,Kaithal,2016,1250,877,1892731,605192,8
Haryana,Kaithal,2017,1434,456,730809,802231,0
Haryana,Kaithal,2018,974,86,383237,547471,15
Haryana,Kaithal,2019,1306,111,1342935,2885764,0
Haryana,Kaithal,2020,729,681,856659,709984,7
Haryana,Kaithal,2021,42,646,1406010,2430627,9
Haryana,Kaithal,2022,1447,732,228305,2314090,0
Haryana,Kaithal,2023,1620,973,14734,1140962,1
Haryana,Kaithal,2024,1321,562,607900,296421,14
Haryana,Kaithal,2025,338,425,1721027,2097167,19
Haryana,Karnal,2015,530,751,817102,1089060,3
Haryana,Karnal,2016,1043,427,82236,2691421,6
Haryana,Karnal,2017,815,721,1719976,2313729,16
Haryana,Karnal,2018,1666,37,1350137,1444310,9
Haryana,Karnal,2019,378,734,543531,2115353,19
Haryana,Karnal,2020,560,721,114718,2593151,9
Haryana,Karnal,2021,165,6,218042,2427169,14
Haryana,Karnal,2022,375,749,854694,1216149,0
Haryana,Karnal,2023,1457,845,79065,1803100,12
Haryana,Karnal,2024,1694,557,1602454,967879,10
Haryana,Karnal,2025,420,809,669326,647112,16
Haryana,Kurukshetra,2015,1957,761,1966918,238303,12
Haryana,Kurukshetra,2016,32,241,369670,2941391,4
Haryana,Kurukshetra,2017,1574,797,1109962,2292386,6
Haryana,Kurukshetra,2018,427,395,1773193,422114,8
Haryana,Kurukshetra,2019,602,46,1084738,1041495,7
Haryana,Kurukshetra,2020,1250,955,1460166,401682,17
Haryana,Kurukshetra,2021,1507,545,258357,398305,1
Haryana,Kurukshetra,2022,828,211,825622,2750059,19
Haryana,Kurukshetra,2023,1755,171,259595,925980,8
Haryana,Kurukshetra,2024,801,63,1860113,221777,11
Haryana,Kurukshetra,2025,351,95,101221,2726819,11
Haryana,Mahendragarh,2015,1902,652,1854069,2424550,4
Haryana,Mahendragarh,2016,816,366,1055084,2528749,1
Haryana,Mahendragarh,2017,282,724,96434,1437592,12
Haryana,Mahendragarh,2018,382,39,770454,939319,2
Haryana,Mahendragarh,2019,1374,206,979540,838149,0
Haryana,Mahendragarh,2020,1632,21,269501,2105572,3
Haryana,Mahendragarh,2021,233,130,34073,2908687,0
Haryana,Mahendragarh,2022,183,823,1068503,131668,0
Haryana,Mahendragarh,2023,304,966,469617,2874603,6
Haryana,Mahendragarh,2024,1334,400,180303,2658126,19
Haryana,Mahendragarh,2025,99,436,688560,2497406,1
Haryana,Nuh,2015,37,579,716945,779772,15
Haryana,Nuh,2016,700,626,1035515,320874,8
Haryana,Nuh,2017,649,357,95091,517665,3
Haryana,Nuh,2018,1091,881,593511,2339369,1
Haryana,Nuh,2019,1088,687,807440,1695108,1
Haryana,Nuh,2020,636,50,1985347,1769660,7
Haryana,Nuh,2021,59,498,1390019,2642187,0
Haryana,Nuh,2022,491,85,342572,1031882,9
Haryana,Nuh,2023,1764,740,1157820,2519615,17
Haryana,Nuh,2024,828,44,560344,1816114,13
Haryana,Nuh,2025,1733,693,411110,746724,20
Haryana,Palwal,2015,255,554,454142,1916960,7
Haryana,Palwal,2016,1008,561,469301,940831,15
Haryana,Palwal,2017,1463,222,164041,886681,14
Haryana,Palwal,2018,1410,427,68235,2669037,20
Haryana,Palwal,2019,1242,530,891209,266535,2
Haryana,Palwal,2020,1280,589,1170732,410103,10
Haryana,Palwal,2021,369,202,154999,867370,12
Haryana,Palwal,2022,599,251,899786,2874984,0
Haryana,Palwal,2023,795,289,1006288,186044,7
Haryana,Palwal,2024,739,214,1259531,2981883,11
Haryana,Palwal,2025,1197,981,1607594,1878788,2
Haryana,Panchkula,2015,1620,896,1628368,1086216,11
Haryana,Panchkula,2016,1151,685,1881603,547204,1
Haryana,Panchkula,2017,780,262,660677,2168922,15
Haryana,Panchkula,2018,1395,540,1302673,1470315,6
Haryana,Panchkula,2019,328,305,953666,664503,12
Haryana,Panchkula,2020,246,12,627819,2611064,8
Haryana,Panchkula,2021,1032,179,880834,2166478,15
Haryana,Panchkula,2022,372,245,65098,2376007,17
Haryana,Panchkula,2023,130,197,244312,2499845,9
Haryana,Panchkula,2024,1756,389,125537,228577,16
Haryana,Panchkula,2025,668,418,415539,100112,13
Haryana,Panipat,2015,1124,456,1054141,1689875,12
Haryana,Panipat,2016,763,541,1373051,1270629,7
Haryana,Panipat,2017,1804,527,546541,2890896,10
Haryana,Panipat,2018,1748,706,1275690,2112470,5
Haryana,Panipat,2019,31,333,1365192,800311,15
Haryana,Panipat,2020,1950,317,176180,246985,2
Haryana,Panipat,2021,945,775,409389,1926163,15
Haryana,Panipat,2022,870,973,1202042,2654892,11
Haryana,Panipat,2023,40,801,886927,775406,1
Haryana,Panipat,2024,1980,907,1269785,846304,19
Haryana,Panipat,2025,1804,218,361079,2555614,11
Haryana,Rewari,2015,912,93,1292914,1929283,1
Haryana,Rewari,2016,1455,356,753785,1294252,17
Haryana,Rewari,2017,837,437,1282399,1661899,3
Haryana,Rewari,2018,1747,552,587284,464932,16
Haryana,Rewari,2019,863,972,917991,778096,2
Haryana,Rewari,2020,1887,416,1496085,636545,4
Haryana,Rewari,2021,1338,975,321459,1150326,20
Haryana,Rewari,2022,98,673,555949,2984873,13
Haryana,Rewari,2023,1228,295,846854,809321,5
Haryana,Rewari,2024,1759,348,1470127,81623,12
Haryana,Rewari,2025,404,895,1856314,2480829,9
Haryana,Rohtak,2015,666,601,728059,1585781,11
Haryana,Rohtak,2016,552,54,992963,2748440,1
Haryana,Rohtak,2017,434,238,1448717,517944,7
Haryana,Rohtak,2018,1109,722,103206,215517,5
Haryana,Rohtak,2019,603,565,906281,699585,14
Haryana,Rohtak,2020,1933,57,897734,1535640,6
Haryana,Rohtak,2021,679,936,1196285,547685,20
Haryana,Rohtak,2022,754,27,1919556,230582,3
Haryana,Rohtak,2023,1451,344,1815840,2988098,13
Haryana,Rohtak,2024,1877,999,1748075,424820,13
Haryana,Rohtak,2025,1102,146,698039,675384,3
Haryana,Sirsa,2015,1633,416,117805,1155055,20
Haryana,Sirsa,2016,1944,569,1188229,2006688,1
Haryana,Sirsa,2017,1254,457,852967,2534412,4
Haryana,Sirsa,2018,1386,49,1483357,1402927,4
Haryana,Sirsa,2019,1605,871,354774,537715,12
Haryana,Sirsa,2020,747,230,747494,705906,7
Haryana,Sirsa,2021,1829,152,688835,1123424,8
Haryana,Sirsa,2022,1084,291,1042062,1123604,15
Haryana,Sirsa,2023,1978,835,1807112,1423193,3
Haryana,Sirsa,2024,29,423,256455,2145269,12
Haryana,Sirsa,2025,831,381,740552,459934,17
Haryana,Sonipat,2015,1597,764,1482606,2499786,10
Haryana,Sonipat,2016,679,611,1735177,1778267,14
Haryana,Sonipat,2017,861,436,440626,1495803,16
Haryana,Sonipat,2018,1291,782,77359,536392,20
Haryana,Sonipat,2019,570,155,1054882,1152340,4
Haryana,Sonipat,2020,1675,578,624469,26544,15
Haryana,Sonipat,2021,224,434,1707149,568202,15
Haryana,Sonipat,2022,1568,896,218725,1117150,19
Haryana,Sonipat,2023,1083,697,1392998,991847,10
Haryana,Sonipat,2024,206,782,48205,1056494,4
Haryana,Sonipat,2025,1932,481,918300,2495024,6
Haryana,Yamunanagar,2015,628,511,1329033,1872845,2
Haryana,Yamunanagar,2016,949,790,422280,878055,1
Haryana,Yamunanagar,2017,1681,330,967398,2157777,15
Haryana,Yamunanagar,2018,1516,942,58345,2777489,5
Haryana,Yamunanagar,2019,723,667,242443,424543,2
Haryana,Yamunanagar,2020,584,715,379071,1624917,18
Haryana,Yamunanagar,2021,142,958,457827,288629,12
Haryana,Yamunanagar,2022,1675,673,278631,459947,13
Haryana,Yamunanagar,2023,1344,827,1472128,2267005,8
Haryana,Yamunanagar,2024,77,139,1880946,2319306,19
Haryana,Yamunanagar,2025,1061,941,544742,129478,12
Himachal Pradesh,Bilaspur,2015,1539,832,1198557,1630772,8
Himachal Pradesh,Bilaspur,2016,127,450,161946,2112603,1
Himachal Pradesh,Bilaspur,2017,319,686,1609540,662869,6
Himachal Pradesh,Bilaspur,2018,764,636,249296,2022031,14
Himachal Pradesh,Bilaspur,2019,500,524,1353781,404276,7
