state,district,year,total_crimes,theft_cases,assault_cases,cyber_crime,fraud_cases
Haryana,Palwal,2019,4453,1118,530,320,884
Haryana,Palwal,2020,4554,1317,1789,66,991
Haryana,Palwal,2021,7043,842,610,194,68
Haryana,Palwal,2022,9856,2683,1338,116,698
Haryana,Palwal,2023,543,2668,1894,227,651
Haryana,Palwal,2024,2328,2338,99,464,696
Haryana,Palwal,2025,9379,2222,1453,378,760
Haryana,Panchkula,2015,3961,1858,793,248,83
Haryana,Panchkula,2016,2474,1118,792,455,43
Haryana,Panchkula,2017,650,1076,171,115,825
Haryana,Panchkula,2018,1670,1900,1534,345,194
Haryana,Panchkula,2019,9373,525,826,119,341
Haryana,Panchkula,2020,4666,781,560,336,67
Haryana,Panchkula,2021,3399,2271,1048,278,572
Haryana,Panchkula,2022,4963,1364,1659,355,402
Haryana,Panchkula,2023,337,396,1939,404,362
Haryana,Panchkula,2024,3022,2154,482,309,750
Haryana,Panchkula,2025,8522,2791,54,420,231
Haryana,Panipat,2015,3593,1759,837,142,115
Haryana,Panipat,2016,9377,2917,281,10,461
Haryana,Panipat,2017,2149,240,1949,340,643
Haryana,Panipat,2018,3980,281,1728,85,452
Haryana,Panipat,2019,2749,2355,322,285,979
Haryana,Panipat,2020,6902,2508,1283,266,362
Haryana,Panipat,2021,2273,317,1861,493,452
Haryana,Panipat,2022,3675,648,608,302,706
Haryana,Panipat,2023,9561,424,652,63,678
Haryana,Panipat,2024,8685,2039,277,239,621
Haryana,Panipat,2025,5358,2591,878,167,467
Haryana,Rewari,2015,6176,927,1814,244,828
Haryana,Rewari,2016,3875,2825,890,376,236
Haryana,Rewari,2017,3046,399,306,150,254
Haryana,Rewari,2018,6376,2274,478,185,741
Haryana,Rewari,2019,621,847,1740,234,931
Haryana,Rewari,2020,6361,791,393,19,470
Haryana,Rewari,2021,3736,715,145,32,966
Haryana,Rewari,2022,2063,833,127,241,663
Haryana,Rewari,2023,7850,1956,679,317,203
Haryana,Rewari,2024,1155,206,658,421,200
Haryana,Rewari,2025,379,1786,1882,322,731
Haryana,Rohtak,2015,4014,246,960,436,255
Haryana,Rohtak,2016,6636,2143,1465,57,565
Haryana,Rohtak,2017,9242,2626,1385,289,828
Haryana,Rohtak,2018,6075,1928,128,175,730
Haryana,Rohtak,2019,1491,543,994,457,517
Haryana,Rohtak,2020,5082,1783,1710,68,255
Haryana,Rohtak,2021,2088,1325,552,286,373
Haryana,Rohtak,2022,9817,1499,1351,8,741
Haryana,Rohtak,2023,8729,620,1939,260,847
Haryana,Rohtak,2024,6457,639,1432,361,174
Haryana,Rohtak,2025,826,2415,539,59,777
Haryana,Sirsa,2015,186,1850,157,266,128
Haryana,Sirsa,2016,932,1755,160,71,141
Haryana,Sirsa,2017,2908,2925,331,255,320
Haryana,Sirsa,2018,9157,1985,1145,203,321
Haryana,Sirsa,2019,5104,489,798,162,688
Haryana,Sirsa,2020,3129,2047,1062,208,763
Haryana,Sirsa,2021,2559,2871,1169,334,783
Haryana,Sirsa,2022,3880,503,1157,161,489
Haryana,Sirsa,2023,6978,1080,528,34,460
Haryana,Sirsa,2024,4340,1175,716,271,972
Haryana,Sirsa,2025,656,2036,856,40,645
Haryana,Sonipat,2015,3822,2723,1596,306,412
Haryana,Sonipat,2016,2159,1389,376,284,972
Haryana,Sonipat,2017,8958,2697,774,414,325
Haryana,Sonipat,2018,749,289,385,394,383
Haryana,Sonipat,2019,2127,1807,854,458,38
Haryana,Sonipat,2020,7646,1658,208,427,833
Haryana,Sonipat,2021,4326,1154,821,296,502
Haryana,Sonipat,2022,2756,1734,885,93,474
Haryana,Sonipat,2023,6352,2906,1400,442,765
Haryana,Sonipat,2024,3264,1110,1638,316,131
Haryana,Sonipat,2025,9335,2622,1562,150,233
Haryana,Yamunanagar,2015,8369,2427,1913,443,880
Haryana,Yamunanagar,2016,4769,1015,1127,274,133
Haryana,Yamunanagar,2017,2963,993,1007,226,81
Haryana,Yamunanagar,2018,6660,1968,1468,320,209
Haryana,Yamunanagar,2019,3376,2854,904,239,229
Haryana,Yamunanagar,2020,6760,157,1645,64,490
Haryana,Yamunanagar,2021,4717,340,1309,437,479
Haryana,Yamunanagar,2022,2339,387,253,266,77
Haryana,Yamunanagar,2023,3786,1449,1541,297,276
Haryana,Yamunanagar,2024,2274,1595,782,181,512
Haryana,Yamunanagar,2025,7950,989,808,377,744
Himachal Pradesh,Bilaspur,2015,6596,427,186,192,402
Himachal Pradesh,Bilaspur,2016,797,251,419,398,541
Himachal Pradesh,Bilaspur,2017,1494,739,1321,46,411
Himachal Pradesh,Bilaspur,2018,6324,2443,905,358,595
Himachal Pradesh,Bilaspur,2019,5413,67,1914,73,826
Himachal Pradesh,Bilaspur,2020,7835,444,1982,61,801
Himachal Pradesh,Bilaspur,2021,9206,1616,1364,245,351
Himachal Pradesh,Bilaspur,2022,3331,2767,1890,440,300
Himachal Pradesh,Bilaspur,2023,5043,469,532,137,850
Himachal Pradesh,Bilaspur,2024,2108,1244,1979,430,999
Himachal Pradesh,Bilaspur,2025,4702,2129,1348,496,168
Himachal Pradesh,Chamba,2015,9422,660,362,442,132
Himachal Pradesh,Chamba,2016,8108,1368,431,130,58
Himachal Pradesh,Chamba,2017,2887,1658,548,215,758
Himachal Pradesh,Chamba,2018,7659,916,594,445,967
Himachal Pradesh,Chamba,2019,799,2081,246,417,708
Himachal Pradesh,Chamba,2020,9704,1690,315,462,642
Himachal Pradesh,Chamba,2021,1233,1869,1762,183,451
Himachal Pradesh,Chamba,2022,4663,1318,1630,43,451
Himachal Pradesh,Chamba,2023,7637,2693,1487,163,87
Himachal Pradesh,Chamba,2024,6476,538,1437,146,997
Himachal Pradesh,Chamba,2025,6831,300,1453,41,456
Himachal Pradesh,Hamirpur,2015,3295,2177,425,160,920
Himachal Pradesh,Hamirpur,2016,6286,955,854,340,398
Himachal Pradesh,Hamirpur,2017,4610,1804,619,455,941
Himachal Pradesh,Hamirpur,2018,3916,1161,1012,135,947
Himachal Pradesh,Hamirpur,2019,6317,1065,590,7,141
Himachal Pradesh,Hamirpur,2020,3543,1757,1311,486,74
Himachal Pradesh,Hamirpur,2021,4706,24,969,455,610
Himachal Pradesh,Hamirpur,2022,6614,2090,1502,472,624
Himachal Pradesh,Hamirpur,2023,5878,1675,511,370,788
Himachal Pradesh,Hamirpur,2024,2205,785,1443,69,620
Himachal Pradesh,Hamirpur,2025,1518,1174,880,336,301
Himachal Pradesh,Kangra,2015,1527,847,201,434,607
Himachal Pradesh,Kangra,2016,6611,1131,1581,52,630
Himachal Pradesh,Kangra,2017,5553,623,975,138,732
Himachal Pradesh,Kangra,2018,5969,2020,510,185,635
Himachal Pradesh,Kangra,2019,1842,872,1919,217,446
Himachal Pradesh,Kangra,2020,9572,2686,1487,90,299
Himachal Pradesh,Kangra,2021,9933,1071,79,12,581
Himachal Pradesh,Kangra,2022,5221,1167,1650,104,731
Himachal Pradesh,Kangra,2023,4120,409,199,301,142
Himachal Pradesh,Kangra,2024,5168,2686,1818,76,34
Himachal Pradesh,Kangra,2025,3314,1104,1763,309,315
Himachal Pradesh,Kinnaur,2015,648,1018,1739,63,410
Himachal Pradesh,Kinnaur,2016,1500,1735,25,312,507
Himachal Pradesh,Kinnaur,2017,3865,2139,1274,219,782
Himachal Pradesh,Kinnaur,2018,5809,2889,955,273,739
Himachal Pradesh,Kinnaur,2019,6803,2409,1263,31,984
Himachal Pradesh,Kinnaur,2020,9513,2572,1318,314,959
Himachal Pradesh,Kinnaur,2021,2034,1140,224,244,308
Himachal Pradesh,Kinnaur,2022,852,175,952,339,815
Himachal Pradesh,Kinnaur,2023,2307,653,277,333,615
Himachal Pradesh,Kinnaur,2024,5927,2036,143,478,728
Himachal Pradesh,Kinnaur,2025,6224,2786,1529,7,325
Himachal Pradesh,Kullu,2015,1441,29,1847,281,234
Himachal Pradesh,Kullu,2016,9414,2158,1841,23,465
Himachal Pradesh,Kullu,2017,8409,1103,50,264,913
Himachal Pradesh,Kullu,2018,4303,1363,711,308,526
Himachal Pradesh,Kullu,2019,9528,2138,39,49,201
Himachal Pradesh,Kullu,2020,3807,1992,462,329,577
Himachal Pradesh,Kullu,2021,8943,2522,283,488,145
Himachal Pradesh,Kullu,2022,3950,1006,594,309,727
Himachal Pradesh,Kullu,2023,9236,1268,1003,177,163
Himachal Pradesh,Kullu,2024,4821,1986,107,89,400
Himachal Pradesh,Kullu,2025,9178,2836,613,317,770
Himachal Pradesh,Lahaul & Spiti,2015,8849,1308,1279,197,774
Himachal Pradesh,Lahaul & Spiti,2016,4744,1431,1038,52,83
Himachal Pradesh,Lahaul & Spiti,2017,5373,1342,496,465,254
Himachal Pradesh,Lahaul & Spiti,2018,5170,187,743,33,145
Himachal Pradesh,Lahaul & Spiti,2019,8777,108,1897,221,244
Himachal Pradesh,Lahaul & Spiti,2020,657,1165,1424,215,894
Himachal Pradesh,Lahaul & Spiti,2021,2322,1487,1139,126,311
Himachal Pradesh,Lahaul & Spiti,2022,2986,2491,562,415,38
Himachal Pradesh,Lahaul & Spiti,2023,5139,2555,1515,199,839
Himachal Pradesh,Lahaul & Spiti,2024,7913,264,778,493,753
Himachal Pradesh,Lahaul & Spiti,2025,6711,199,495,90,132
Himachal Pradesh,Mandi,2015,1904,2186,1259,451,958
Himachal Pradesh,Mandi,2016,4818,2284,1896,87,96
Himachal Pradesh,Mandi,2017,3980,586,721,149,805
Himachal Pradesh,Mandi,2018,3925,119,1367,417,321
Himachal Pradesh,Mandi,2019,6173,2724,1166,230,506
Himachal Pradesh,Mandi,2020,6190,708,73,489,114
Himachal Pradesh,Mandi,2021,7113,2306,595,92,913
Himachal Pradesh,Mandi,2022,9270,2710,805,462,535
Himachal Pradesh,Mandi,2023,401,1711,370,62,920
Himachal Pradesh,Mandi,2024,9698,299,573,244,71
Himachal Pradesh,Mandi,2025,9724,1071,517,423,290
Himachal Pradesh,Shimla,2015,2908,25,776,116,688
Himachal Pradesh,Shimla,2016,4853,710,1561,176,540
Himachal Pradesh,Shimla,2017,3132,2380,1423,370,163
Himachal Pradesh,Shimla,2018,7278,2983,787,416,181
Himachal Pradesh,Shimla,2019,7451,391,1099,180,899
Himachal Pradesh,Shimla,2020,6772,2506,1133,93,470
Himachal Pradesh,Shimla,2021,7527,2363,1104,189,125
Himachal Pradesh,Shimla,2022,3650,881,911,288,541
Himachal Pradesh,Shimla,2023,6739,662,986,90,594
Himachal Pradesh,Shimla,2024,4371,1059,1924,295,365
Himachal Pradesh,Shimla,2025,3249,1966,102,418,52
Himachal Pradesh,Sirmaur,2015,9836,1749,1016,403,159
Himachal Pradesh,Sirmaur,2016,2606,935,1851,53,696
Himachal Pradesh,Sirmaur,2017,7527,88,1101,304,698
Himachal Pradesh,Sirmaur,2018,3076,1001,578,366,185
Himachal Pradesh,Sirmaur,2019,2720,1234,1061,137,830
Himachal Pradesh,Sirmaur,2020,8040,75,1939,245,232
Himachal Pradesh,Sirmaur,2021,4886,800,328,128,845
Himachal Pradesh,Sirmaur,2022,5996,1918,937,206,466
Himachal Pradesh,Sirmaur,2023,1350,1221,102,441,275
Himachal Pradesh,Sirmaur,2024,7626,71,43,156,836
Himachal Pradesh,Sirmaur,2025,9344,927,728,52,938
Himachal Pradesh,Solan,2015,7828,2962,1502,19,556
Himachal Pradesh,Solan,2016,969,1040,539,118,146
Himachal Pradesh,Solan,2017,8732,514,1983,158,386
Himachal Pradesh,Solan,2018,8936,1519,1304,447,731
Himachal Pradesh,Solan,2019,6108,1889,1917,305,66
Himachal Pradesh,Solan,2020,6539,2844,851,430,158
Himachal Pradesh,Solan,2021,2106,1788,751,468,541
Himachal Pradesh,Solan,2022,3106,2378,1309,405,749
Himachal Pradesh,Solan,2023,907,1660,180,446,765
Himachal Pradesh,Solan,2024,4547,402,1745,487,18
Himachal Pradesh,Solan,2025,1896,157,929,294,676
Himachal Pradesh,Una,2015,6908,1797,289,498,919
Himachal Pradesh,Una,2016,9899,1137,1810,212,903
Himachal Pradesh,Una,2017,915,898,1007,434,338
Himachal Pradesh,Una,2018,8134,166,1454,466,964
Himachal Pradesh,Una,2019,2264,2423,1564,412,248
Himachal Pradesh,Una,2020,5917,1583,51,111,718
Himachal Pradesh,Una,2021,1067,945,68,331,75
Himachal Pradesh,Una,2022,3052,2240,353,147,803
Himachal Pradesh,Una,2023,7459,2646,1452,442,275
Himachal Pradesh,Una,2024,3508,2066,1316,252,809
Himachal Pradesh,Una,2025,2409,2441,1110,393,418
Jharkhand,Bokaro,2015,3489,2330,1086,80,839
Jharkhand,Bokaro,2016,8395,2363,989,315,829
Jharkhand,Bokaro,2017,9974,227,273,345,730
Jharkhand,Bokaro,2018,7144,1949,156,166,479
Jharkhand,Bokaro,2019,6536,1467,256,116,111
Jharkhand,Bokaro,2020,636,82,687,183,369
Jharkhand,Bokaro,2021,9772,1690,866,378,542
Jharkhand,Bokaro,2022,3390,1906,334,335,717
Jharkhand,Bokaro,2023,535,2343,255,315,227
Jharkhand,Bokaro,2024,4432,187,268,495,897
Jharkhand,Bokaro,2025,8469,2405,406,140,759
Jharkhand,Chatra,2015,3743,2019,1690,128,231
Jharkhand,Chatra,2016,8916,99,221,230,638
Jharkhand,Chatra,2017,281,2609,1650,232,887
Jharkhand,Chatra,2018,1014,2949,1231,331,975
Jharkhand,Chatra,2019,7123,754,1084,490,812
Jharkhand,Chatra,2020,9521,245,807,43,110
Jharkhand,Chatra,2021,1604,973,403,73,558
Jharkhand,Chatra,2022,1680,855,982,461,279
Jharkhand,Chatra,2023,2165,872,1657,479,693
Jharkhand,Chatra,2024,9133,1820,455,383,887
Jharkhand,Chatra,2025,2206,2736,1283,435,959
Jharkhand,Deoghar,2015,9028,970,440,227,463
Jharkhand,Deoghar,2016,9195,1634,1072,38,657
Jharkhand,Deoghar,2017,7970,279,1752,125,487
Jharkhand,Deoghar,2018,5209,2929,1000,232,904
Jharkhand,Deoghar,2019,1186,433,1012,299,38
Jharkhand,Deoghar,2020,9710,455,1980,78,123
Jharkhand,Deoghar,2021,2753,2321,1457,217,878
Jharkhand,Deoghar,2022,743,1305,1665,86,925
Jharkhand,Deoghar,2023,5886,1798,787,374,912
Jharkhand,Deoghar,2024,6413,1146,1713,148,941
Jharkhand,Deoghar,2025,3419,2876,1718,294,223
Jharkhand,Dhanbad,2015,4880,1037,1681,475,683
Jharkhand,Dhanbad,2016,8691,2725,589,408,344
Jharkhand,Dhanbad,2017,1529,701,243,428,673
Jharkhand,Dhanbad,2018,2837,801,1245,89,479
Jharkhand,Dhanbad,2019,5434,2862,1243,240,711
Jharkhand,Dhanbad,2020,2921,60,99,40,138
Jharkhand,Dhanbad,2021,3821,2209,1006,238,448
Jharkhand,Dhanbad,2022,9884,756,651,128,470
Jharkhand,Dhanbad,2023,1309,2994,525,145,393
Jharkhand,Dhanbad,2024,4060,1843,1860,470,220
Jharkhand,Dhanbad,2025,7611,804,1821,123,265
Jharkhand,Dumka,2015,6326,1956,741,133,508
Jharkhand,Dumka,2016,488,469,1871,471,549
Jharkhand,Dumka,2017,3041,1014,1766,400,566
Jharkhand,Dumka,2018,8519,1185,1264,263,260
Jharkhand,Dumka,2019,813,873,807,214,315
Jharkhand,Dumka,2020,9000,499,343,236,273
Jharkhand,Dumka,2021,2700,2335,472,404,961
Jharkhand,Dumka,2022,4774,1500,933,258,838
Jharkhand,Dumka,2023,3612,1242,1902,300,202
Jharkhand,Dumka,2024,5494,815,1874,382,38
Jharkhand,Dumka,2025,7563,1668,1540,456,760
Jharkhand,East Singhbhum,2015,1559,2688,389,47,585
Jharkhand,East Singhbhum,2016,2396,1617,289,315,214
Jharkhand,East Singhbhum,2017,8010,1470,266,381,784
Jharkhand,East Singhbhum,2018,8784,1934,848,181,502
Jharkhand,East Singhbhum,2019,2757,1636,1201,101,457
Jharkhand,East Singhbhum,2020,6354,2503,268,361,457
Jharkhand,East Singhbhum,2021,1737,532,1116,300,903
Jharkhand,East Singhbhum,2022,3476,1068,1348,293,497
Jharkhand,East Singhbhum,2023,9731,1122,899,153,733
Jharkhand,East Singhbhum,2024,5266,2876,122,137,331
Jharkhand,East Singhbhum,2025,7569,1449,1006,314,881
Jharkhand,Garhwa,2015,7385,1997,591,110,465
Jharkhand,Garhwa,2016,4370,2135,474,242,282
Jharkhand,Garhwa,2017,2731,27,601,469,842
Jharkhand,Garhwa,2018,634,1995,1810,44,623
Jharkhand,Garhwa,2019,3773,1760,638,111,519
Jharkhand,Garhwa,2020,3471,888,440,438,328
Jharkhand,Garhwa,2021,5086,609,1445,275,69
Jharkhand,Garhwa,2022,8771,1806,138,71,589
Jharkhand,Garhwa,2023,2690,276,904,220,470
Jharkhand,Garhwa,2024,6170,2758,1045,68,234
Jharkhand,Garhwa,2025,2848,2101,1185,121,201
Jharkhand,Giridih,2015,3919,2073,702,76,360
Jharkhand,Giridih,2016,1271,2538,830,73,445
Jharkhand,Giridih,2017,6149,1774,1753,491,545
Jharkhand,Giridih,2018,5728,286,998,90,810
Jharkhand,Giridih,2019,5241,2409,110,53,514
Jharkhand,Giridih,2020,2959,867,1593,47,163
Jharkhand,Giridih,2021,6011,1707,533,80,19
Jharkhand,Giridih,2022,177,2823,980,218,638
Jharkhand,Giridih,2023,8881,370,68,232,300
Jharkhand,Giridih,2024,7662,586,1350,159,739
Jharkhand,Giridih,2025,7621,279,1796,89,37
Jharkhand,Godda,2015,2406,1394,465,202,93
Jharkhand,Godda,2016,7687,825,1114,268,851
Jharkhand,Godda,2017,7854,1681,1362,68,486
Jharkhand,Godda,2018,8678,931,487,464,538
Jharkhand,Godda,2019,7372,1988,1314,299,96
Jharkhand,Godda,2020,4300,1862,208,359,372
Jharkhand,Godda,2021,3685,2120,605,448,456
Jharkhand,Godda,2022,9032,241,573,481,212
Jharkhand,Godda,2023,7022,2893,1234,265,519
Jharkhand,Godda,2024,8403,1117,229,346,760
Jharkhand,Godda,2025,5530,2381,1432,41,800
Jharkhand,Gumla,2015,4017,863,1484,17,692
Jharkhand,Gumla,2016,8379,227,1083,455,877
Jharkhand,Gumla,2017,6904,2449,1228,176,244
Jharkhand,Gumla,2018,5030,275,1551,7,324
Jharkhand,Gumla,2019,3639,2115,434,48,595
Jharkhand,Gumla,2020,7830,2881,1833,250,69
Jharkhand,Gumla,2021,437,1522,1471,459,527
Jharkhand,Gumla,2022,8621,627,230,319,93
Jharkhand,Gumla,2023,5273,322,948,176,10
Jharkhand,Gumla,2024,7453,339,1316,66,535
Jharkhand,Gumla,2025,6457,2648,1560,154,156
Jharkhand,Hazaribagh,2015,365,472,277,75,685
Jharkhand,Hazaribagh,2016,8948,956,614,377,219
Jharkhand,Hazaribagh,2017,5503,1204,536,127,770
Jharkhand,Hazaribagh,2018,5204,1855,1900,159,919
Jharkhand,Hazaribagh,2019,7247,1935,541,445,298
Jharkhand,Hazaribagh,2020,9795,754,296,331,904
Jharkhand,Hazaribagh,2021,8684,2253,281,332,72
Jharkhand,Hazaribagh,2022,1214,1269,1578,400,519
Jharkhand,Hazaribagh,2023,8927,484,266,327,619
Jharkhand,Hazaribagh,2024,5099,2654,1062,267,115
Jharkhand,Hazaribagh,2025,3256,1127,1903,259,645
Jharkhand,Jamtara,2015,6408,2981,405,16,28
Jharkhand,Jamtara,2016,8708,1530,1440,13,432
Jharkhand,Jamtara,2017,4646,2361,283,48,541
Jharkhand,Jamtara,2018,9380,1316,974,46,379
Jharkhand,Jamtara,2019,9545,2599,1669,374,618
Jharkhand,Jamtara,2020,2150,132,1675,381,256
Jharkhand,Jamtara,2021,7908,1791,139,379,392
Jharkhand,Jamtara,2022,2510,1489,889,326,147
Jharkhand,Jamtara,2023,6353,1795,564,379,227
Jharkhand,Jamtara,2024,781,2224,1079,391,777
Jharkhand,Jamtara,2025,6765,39,1119,237,916
Jharkhand,Khunti,2015,7385,2304,655,459,429
Jharkhand,Khunti,2016,8334,2714,1042,321,325
Jharkhand,Khunti,2017,220,1315,984,223,782
Jharkhand,Khunti,2018,8031,1273,967,223,10
Jharkhand,Khunti,2019,7463,682,1938,472,830
Jharkhand,Khunti,2020,9101,360,630,362,490
Jharkhand,Khunti,2021,3303,1439,1350,265,538
Jharkhand,Khunti,2022,5065,731,703,102,557
Jharkhand,Khunti,2023,2782,324,286,212,991
Jharkhand,Khunti,2024,8663,2284,1974,378,527
Jharkhand,Khunti,2025,7730,1911,297,459,468
Jharkhand,Koderma,2015,9226,1061,1820,435,157
Jharkhand,Koderma,2016,4859,695,829,71,266
Jharkhand,Koderma,2017,4961,715,47,167,17
Jharkhand,Koderma,2018,2654,248,794,261,379
Jharkhand,Koderma,2019,698,732,1526,288,37
Jharkhand,Koderma,2020,6729,2707,678,211,121
Jharkhand,Koderma,2021,1494,1595,1346,404,597
Jharkhand,Koderma,2022,8146,2589,1236,183,131
Jharkhand,Koderma,2023,5703,2528,223,6,811
Jharkhand,Koderma,2024,5236,750,59,184,904
Jharkhand,Koderma,2025,2968,2286,467,113,929
Jharkhand,Latehar,2015,9234,2970,1212,333,143
Jharkhand,Latehar,2016,638,212,416,15,724
Jharkhand,Latehar,2017,5270,2574,378,119,414
Jharkhand,Latehar,2018,3022,1969,949,89,890
Jharkhand,Latehar,2019,2494,1759,649,455,863
Jharkhand,Latehar,2020,2534,690,1672,483,916
Jharkhand,Latehar,2021,1204,685,926,166,330
Jharkhand,Latehar,2022,1764,126,574,81,608
Jharkhand,Latehar,2023,3544,2484,1714,96,66
Jharkhand,Latehar,2024,4702,1402,157,167,495
Jharkhand,Latehar,2025,4713,902,450,457,953
Jharkhand,Lohardaga,2015,9161,671,1207,156,269
Jharkhand,Lohardaga,2016,3115,2634,821,28,981
Jharkhand,Lohardaga,2017,9961,2871,1927,266,216
Jharkhand,Lohardaga,2018,6042,119,1569,371,839
Jharkhand,Lohardaga,2019,8725,892,674,319,484
Jharkhand,Lohardaga,2020,7621,2701,699,267,544
Jharkhand,Lohardaga,2021,7837,913,1244,286,962
Jharkhand,Lohardaga,2022,4106,782,1814,51,562
Jharkhand,Lohardaga,2023,455,2424,262,412,812
Jharkhand,Lohardaga,2024,878,2964,1898,236,51
Jharkhand,Lohardaga,2025,6181,1666,1106,343,946
Jharkhand,Pakur,2015,1393,2456,468,89,316
Jharkhand,Pakur,2016,1038,2744,1766,304,340
Jharkhand,Pakur,2017,9007,696,1799,8,435
Jharkhand,Pakur,2018,7157,2968,406,202,892
Jharkhand,Pakur,2019,1638,2699,1180,191,106
Jharkhand,Pakur,2020,7556,1275,407,198,345
Jharkhand,Pakur,2021,4717,1116,1312,111,266
Jharkhand,Pakur,2022,8853,2608,1559,293,565
Jharkhand,Pakur,2023,4509,36,641,464,759
Jharkhand,Pakur,2024,7943,1159,1318,340,706
Jharkhand,Pakur,2025,567,530,293,351,306
Jharkhand,Palamu,2015,5174,2940,408,245,370
Jharkhand,Palamu,2016,2606,2263,1799,18,775
Jharkhand,Palamu,2017,7265,2549,975,79,829
Jharkhand,Palamu,2018,9524,1257,516,66,996
Jharkhand,Palamu,2019,2952,1432,413,367,317
Jharkhand,Palamu,2020,583,1599,1574,250,647
Jharkhand,Palamu,2021,8631,38,1168,410,292
Jharkhand,Palamu,2022,6535,1091,1748,48,571
Jharkhand,Palamu,2023,9039,406,124,91,655
Jharkhand,Palamu,2024,2240,1084,127,26,691
Jharkhand,Palamu,2025,8848,99,172,431,728
Jharkhand,Ramgarh,2015,2845,1364,1393,29,376
Jharkhand,Ramgarh,2016,8167,858,722,160,420
Jharkhand,Ramgarh,2017,4113,1884,804,117,348
Jharkhand,Ramgarh,2018,2744,1778,1252,319,128
Jharkhand,Ramgarh,2019,9920,1179,1960,418,510
Jharkhand,Ramgarh,2020,6998,2275,1704,455,96
Jharkhand,Ramgarh,2021,6478,874,446,338,398
Jharkhand,Ramgarh,2022,4106,345,726,154,980
Jharkhand,Ramgarh,2023,3154,123,1578,174,683
Jharkhand,Ramgarh,2024,859,2874,295,481,121
Jharkhand,Ramgarh,2025,7752,64,175,489,175
Jharkhand,Ranchi,2015,7559,1956,1899,365,358
Jharkhand,Ranchi,2016,1973,2127,922,409,316
Jharkhand,Ranchi,2017,9844,2821,1886,295,583
Jharkhand,Ranchi,2018,7124,284,469,420,249
Jharkhand,Ranchi,2019,7908,1353,1308,282,91
Jharkhand,Ranchi,2020,4643,73,1991,63,349
Jharkhand,Ranchi,2021,1822,635,1356,10,277
Jharkhand,Ranchi,2022,730,1255,370,30,18
Jharkhand,Ranchi,2023,9236,1444,516,411,317
Jharkhand,Ranchi,2024,2297,962,376,182,825
Jharkhand,Ranchi,2025,8951,2493,1666,173,827
Jharkhand,Sahebganj,2015,5420,2226,270,450,63
Jharkhand,Sahebganj,2016,2397,2515,1517,53,111
Jharkhand,Sahebganj,2017,6685,2165,1950,198,56
Jharkhand,Sahebganj,2018,7077,955,92,364,326
Jharkhand,Sahebganj,2019,1775,1932,685,130,748
Jharkhand,Sahebganj,2020,1199,1568,836,433,24
Jharkhand,Sahebganj,2021,3482,1691,304,273,719
Jharkhand,Sahebganj,2022,1752,1987,706,47,892
Jharkhand,Sahebganj,2023,1602,1194,1832,194,951
Jharkhand,Sahebganj,2024,8463,483,1978,177,802
Jharkhand,Sahebganj,2025,7225,1138,855,324,169
Jharkhand,Seraikela-Kharsawan,2015,2348,914,1365,486,623
Jharkhand,Seraikela-Kharsawan,2016,3183,62,1186,238,505
Jharkhand,Seraikela-Kharsawan,2017,2768,2104,786,217,124
Jharkhand,Seraikela-Kharsawan,2018,2527,2563,136,92,516
Jharkhand,Seraikela-Kharsawan,2019,2829,500,167,407,716
Jharkhand,Seraikela-Kharsawan,2020,5259,1608,710,163,939
Jharkhand,Seraikela-Kharsawan,2021,2957,2795,1821,88,714
Jharkhand,Seraikela-Kharsawan,2022,3755,2091,955,268,386
Jharkhand,Seraikela-Kharsawan,2023,700,762,423,279,461
Jharkhand,Seraikela-Kharsawan,2024,7489,912,1895,495,98
Jharkhand,Seraikela-Kharsawan,2025,2204,2764,232,390,44
Jharkhand,Simdega,2015,5004,237,339,172,935
Jharkhand,Simdega,2016,9037,2732,130,149,89
Jharkhand,Simdega,2017,9071,2349,266,149,254
Jharkhand,Simdega,2018,8659,1767,1468,221,176
Jharkhand,Simdega,2019,3743,1379,1491,342,815
Jharkhand,Simdega,2020,2238,550,53,486,844
Jharkhand,Simdega,2021,791,313,472,22,922
Jharkhand,Simdega,2022,606,1509,102,474,870
Jharkhand,Simdega,2023,6036,1569,496,109,149
Jharkhand,Simdega,2024,3254,1072,633,66,26
Jharkhand,Simdega,2025,4143,1968,1727,34,684
Jharkhand,West Singhbhum,2015,132,1235,213,301,54
Jharkhand,West Singhbhum,2016,4025,363,91,46,780
Jharkhand,West Singhbhum,2017,4496,2463,792,376,192
Jharkhand,West Singhbhum,2018,433,2733,352,203,625
Jharkhand,West Singhbhum,2019,2469,1111,1843,278,25
Jharkhand,West Singhbhum,2020,2213,138,1329,297,194
Jharkhand,West Singhbhum,2021,4392,2116,19,176,133
Jharkhand,West Singhbhum,2022,2534,450,366,167,960
Jharkhand,West Singhbhum,2023,1622,797,1953,9,385
Jharkhand,West Singhbhum,2024,7367,1182,1453,218,50
Jharkhand,West Singhbhum,2025,2308,2777,1872,214,749
Karnataka,Bagalkot,2015,8099,472,260,71,454
Karnataka,Bagalkot,2016,8428,972,1599,164,488
Karnataka,Bagalkot,2017,7738,2228,1930,472,940
Karnataka,Bagalkot,2018,2201,1726,701,243,348
Karnataka,Bagalkot,2019,4804,2867,786,68,154
Karnataka,Bagalkot,2020,7656,1164,713,49,975
Karnataka,Bagalkot,2021,1633,1530,1439,25,93
Karnataka,Bagalkot,2022,6042,1306,982,496,855
