state,district,year,crop_production_tons,cultivated_area_hectares,rice_production,wheat_production,maize_production,fertilizer_usage_tons,irrigated_area_hectares
Chhattisgarh,Gariaband,2021,367771,154837,141580,58403,9387,5546,15534
Chhattisgarh,Gariaband,2022,268138,67148,83725,107387,25712,14367,57465
Chhattisgarh,Gariaband,2023,241348,155146,129687,97979,72612,16850,90653
Chhattisgarh,Gariaband,2024,377705,194018,124073,35892,46204,11727,2910
Chhattisgarh,Gariaband,2025,294878,156956,8435,4004,40698,2669,94027
Chhattisgarh,Gaurela-Pendra-Marwahi,2015,350755,29823,16536,78795,53720,18649,42296
Chhattisgarh,Gaurela-Pendra-Marwahi,2016,271139,40151,77035,111380,28446,15836,93784
Chhattisgarh,Gaurela-Pendra-Marwahi,2017,200610,196524,133073,11327,29534,17018,52707
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,190921,4142,106845,69009,18263,16183,43426
Chhattisgarh,Gaurela-Pendra-Marwahi,2019,115610,23425,42967,95573,40349,13433,87075
Chhattisgarh,Gaurela-Pendra-Marwahi,2020,20167,156653,105637,132663,14508,2283,28738
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,214504,192467,72517,138399,23108,12286,44835
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,173143,16353,5709,78434,69396,17440,92958
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,271513,26522,60780,9798,31767,603,18650
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,152700,28062,91561,109978,13839,17644,59461
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,359058,37837,102892,77949,69128,7293,68914
Chhattisgarh,Janjgir-Champa,2015,176062,43140,53440,89410,6820,8237,47240
Chhattisgarh,Janjgir-Champa,2016,130976,185270,42883,59792,12847,12813,99800
Chhattisgarh,Janjgir-Champa,2017,315108,10772,102298,117718,30503,17352,99897
Chhattisgarh,Janjgir-Champa,2018,296977,88189,34840,93339,9963,19151,7618
Chhattisgarh,Janjgir-Champa,2019,416243,33577,121782,138214,22958,9633,98577
Chhattisgarh,Janjgir-Champa,2020,264952,162534,1850,54070,588,6085,21890
Chhattisgarh,Janjgir-Champa,2021,35951,145305,2594,111230,28801,10511,27383
Chhattisgarh,Janjgir-Champa,2022,173584,85851,88494,17121,47451,6900,83910
Chhattisgarh,Janjgir-Champa,2023,371313,57589,29035,72134,15074,16526,34370
Chhattisgarh,Janjgir-Champa,2024,427811,83882,112078,108570,53508,18907,36563
Chhattisgarh,Janjgir-Champa,2025,136647,173836,18955,21020,5872,2294,73000
Chhattisgarh,Jashpur,2015,408220,164543,142176,117519,41756,10369,92626
Chhattisgarh,Jashpur,2016,215871,186457,47935,126948,28337,6125,42505
Chhattisgarh,Jashpur,2017,372718,31248,15346,111535,4687,9512,97150
Chhattisgarh,Jashpur,2018,288928,151429,47074,75185,67873,18969,82709
Chhattisgarh,Jashpur,2019,258428,54060,73703,147328,23129,9495,26427
Chhattisgarh,Jashpur,2020,251025,72643,112922,62205,25481,374,35892
Chhattisgarh,Jashpur,2021,410972,187578,141402,8621,58207,17962,89357
Chhattisgarh,Jashpur,2022,42133,79927,119504,12824,52585,4850,2601
Chhattisgarh,Jashpur,2023,338416,109965,21148,121125,33254,17433,39793
Chhattisgarh,Jashpur,2024,262296,39834,122010,11027,4389,2998,9714
Chhattisgarh,Jashpur,2025,298940,152680,89966,59135,16104,19332,84955
Chhattisgarh,Kabirdham,2015,220764,123945,84031,62267,47832,3208,67190
Chhattisgarh,Kabirdham,2016,138296,186321,24926,10397,47887,9901,41326
Chhattisgarh,Kabirdham,2017,470229,79558,142459,109147,29111,16327,49314
Chhattisgarh,Kabirdham,2018,293376,66511,115492,30471,51273,12009,69411
Chhattisgarh,Kabirdham,2019,390825,71499,135725,20654,56079,12952,26537
Chhattisgarh,Kabirdham,2020,7711,68505,90268,30588,73556,12755,93201
Chhattisgarh,Kabirdham,2021,260182,23853,53398,12511,1186,9901,42633
Chhattisgarh,Kabirdham,2022,325073,131321,95663,42501,22699,17982,16201
Chhattisgarh,Kabirdham,2023,219072,176099,60663,139334,40465,7770,57469
Chhattisgarh,Kabirdham,2024,128775,84888,36169,125016,66336,16528,73375
Chhattisgarh,Kabirdham,2025,147155,2407,62719,128089,67633,1778,82531
Chhattisgarh,Kanker,2015,73827,176152,81045,126950,70830,18469,9501
Chhattisgarh,Kanker,2016,385135,43236,97984,85546,76566,12504,40211
Chhattisgarh,Kanker,2017,298901,105444,105118,65459,66265,10546,24886
Chhattisgarh,Kanker,2018,106147,143973,11932,91041,46219,5843,49896
Chhattisgarh,Kanker,2019,490652,120502,45962,1963,9125,7132,9035
Chhattisgarh,Kanker,2020,22171,195006,64085,18315,16395,4347,61733
Chhattisgarh,Kanker,2021,402589,117666,94629,54012,55814,11571,80300
Chhattisgarh,Kanker,2022,293912,163752,68448,46542,51776,1751,25301
Chhattisgarh,Kanker,2023,431572,43757,70201,96386,69018,492,21461
Chhattisgarh,Kanker,2024,446729,32795,64390,15482,43003,7085,93405
Chhattisgarh,Kanker,2025,182196,61416,47375,34289,28641,13742,21680
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2015,236944,35055,19784,44837,32770,19944,53399
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,30416,135195,22196,61030,2121,8786,91308
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2017,108194,21152,137748,78823,17027,19899,31287
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,322709,126729,126863,37192,60218,2187,6435
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2019,200379,131274,109619,22576,63292,14651,19519
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2020,177433,148721,22627,100827,54466,11357,80338
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2021,51759,73679,109393,87762,2272,961,66576
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2022,133281,1115,43179,60217,61335,2842,86311
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,62682,59958,81722,55503,76913,5366,37268
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2024,282744,195797,12695,1165,77160,1869,98782
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2025,338166,128345,71534,82879,55687,5433,15498
Chhattisgarh,Kondagaon,2015,241687,54849,50704,45736,61301,6164,940
Chhattisgarh,Kondagaon,2016,428409,78906,84627,131323,60899,2785,66267
Chhattisgarh,Kondagaon,2017,37779,6349,80716,61545,1033,3888,91217
Chhattisgarh,Kondagaon,2018,28388,85994,6572,1671,65203,19601,29759
Chhattisgarh,Kondagaon,2019,473749,156463,59131,32007,28271,13270,45663
Chhattisgarh,Kondagaon,2020,106165,58308,33947,30299,7901,16940,77201
Chhattisgarh,Kondagaon,2021,442757,168202,88948,27259,17127,17374,35227
Chhattisgarh,Kondagaon,2022,487195,195227,31396,85800,24600,12662,49021
Chhattisgarh,Kondagaon,2023,376048,129260,79527,82351,54021,3383,23732
Chhattisgarh,Kondagaon,2024,144387,81335,92682,138530,70843,3107,38779
Chhattisgarh,Kondagaon,2025,35788,162382,146829,98593,16263,12892,34996
Chhattisgarh,Korba,2015,271000,172502,95041,72292,54120,15811,57947
Chhattisgarh,Korba,2016,256700,116820,76058,131341,20148,13724,72436
Chhattisgarh,Korba,2017,275744,148958,16152,14406,35063,11215,32307
Chhattisgarh,Korba,2018,182564,64975,129530,11768,6474,7815,5862
Chhattisgarh,Korba,2019,62340,50103,147907,75090,865,12723,871
Chhattisgarh,Korba,2020,398878,22718,118988,111434,50668,10081,31369
Chhattisgarh,Korba,2021,325452,100773,68126,141914,58797,18224,19915
Chhattisgarh,Korba,2022,419436,119462,34337,71557,74109,6182,36393
Chhattisgarh,Korba,2023,32814,152910,119890,111368,41279,2866,58154
Chhattisgarh,Korba,2024,400637,16258,73069,58476,7660,3384,15716
Chhattisgarh,Korba,2025,96618,98007,18764,5570,27072,10606,81283
Chhattisgarh,Korea,2015,128067,126811,75849,101064,49232,575,58751
Chhattisgarh,Korea,2016,427844,30561,82770,97961,48829,8087,39939
Chhattisgarh,Korea,2017,315963,84545,115649,32121,59905,479,67167
Chhattisgarh,Korea,2018,327323,179439,3966,57977,71517,4849,44649
Chhattisgarh,Korea,2019,11690,181486,106947,26570,6165,4409,40914
Chhattisgarh,Korea,2020,99011,125319,1812,116996,64150,5956,22094
Chhattisgarh,Korea,2021,233011,133771,138195,90185,1126,7036,85748
Chhattisgarh,Korea,2022,200534,159501,11557,11756,47959,13206,86115
Chhattisgarh,Korea,2023,248073,115817,145191,48056,4981,19041,73168
Chhattisgarh,Korea,2024,467316,99831,134571,61074,20449,9832,91244
Chhattisgarh,Korea,2025,22691,165864,34128,19027,38990,18226,87912
Chhattisgarh,Mahasamund,2015,132985,49905,110462,143175,6144,4284,20329
Chhattisgarh,Mahasamund,2016,20837,87813,124854,34931,66957,19572,79955
Chhattisgarh,Mahasamund,2017,334782,170062,112495,46722,52532,14194,13236
Chhattisgarh,Mahasamund,2018,323967,8517,59075,94460,72122,3800,97014
Chhattisgarh,Mahasamund,2019,358287,194092,82171,64854,32619,6274,97976
Chhattisgarh,Mahasamund,2020,201079,174064,117994,90871,30756,2416,40185
Chhattisgarh,Mahasamund,2021,215042,81735,23717,8269,9160,6182,23624
Chhattisgarh,Mahasamund,2022,255087,13938,68835,92491,1691,4208,13882
Chhattisgarh,Mahasamund,2023,37824,161714,1158,54651,29716,15253,8273
Chhattisgarh,Mahasamund,2024,308815,141442,97154,13739,61740,8261,37439
Chhattisgarh,Mahasamund,2025,135463,137026,134291,44865,58129,8784,51765
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2015,101014,86901,39455,68062,68126,14664,53117
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2016,110351,124912,64924,111439,18297,6393,52560
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2017,83994,35289,62597,87506,62945,11029,17073
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2018,138881,99720,82735,58574,50402,6433,9066
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2019,359522,195700,39728,130576,78631,10482,36189
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2020,352309,192555,47015,27984,11420,18241,24590
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2021,379918,41390,16074,84235,57268,422,96421
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,61977,55580,36164,80022,57257,17289,87276
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2023,11351,34034,88200,108269,76615,3052,91793
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2024,338953,77881,84372,113462,49359,13006,70955
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2025,433275,152048,102986,60839,72769,452,50804
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2015,286898,192810,105647,105859,15359,18317,86327
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2016,427906,161834,50135,115125,39358,13266,35660
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2017,296932,143570,58778,105812,49652,12429,64413
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2018,40119,71569,120413,9091,6266,5685,92320
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2019,190825,190563,25458,139496,16536,15662,21379
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2020,123138,124545,2975,66556,2441,10236,17657
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2021,384392,140110,41076,139241,51809,2693,9358
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2022,305352,61220,75189,25410,8751,2480,50784
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2023,167277,167064,127697,50547,69362,9669,3598
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2024,459011,94826,112099,148263,53735,865,36808
Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,2025,305560,77507,58951,28378,2472,10837,43447
Chhattisgarh,Mungeli,2015,396469,157376,81924,44300,12114,11647,68821
Chhattisgarh,Mungeli,2016,455030,180355,57210,138440,13456,1670,7212
Chhattisgarh,Mungeli,2017,113830,14775,61950,54093,23748,7768,31650
Chhattisgarh,Mungeli,2018,231879,16839,100970,149053,7742,8304,90149
Chhattisgarh,Mungeli,2019,131606,75883,27981,135044,57531,13613,82269
Chhattisgarh,Mungeli,2020,493137,151715,143215,95061,6723,11458,48052
Chhattisgarh,Mungeli,2021,238976,100894,127674,135197,47250,3537,47875
Chhattisgarh,Mungeli,2022,406590,144641,4050,43390,43691,17252,23354
Chhattisgarh,Mungeli,2023,486380,189947,120572,149163,79930,13184,58291
Chhattisgarh,Mungeli,2024,226370,27668,1866,94865,18171,14560,95679
Chhattisgarh,Mungeli,2025,337465,147494,82065,70713,32983,12277,29266
Chhattisgarh,Narayanpur,2015,296481,167573,92162,148587,34258,13206,92275
Chhattisgarh,Narayanpur,2016,356423,53084,7406,4549,38627,19697,95403
Chhattisgarh,Narayanpur,2017,100895,28676,122027,137660,59301,11409,59498
Chhattisgarh,Narayanpur,2018,165250,78491,30909,97068,47799,686,80572
Chhattisgarh,Narayanpur,2019,498145,55161,44681,131054,66329,7868,28035
Chhattisgarh,Narayanpur,2020,492344,2827,26831,7100,41691,19585,29681
Chhattisgarh,Narayanpur,2021,90130,145995,58657,70588,45153,15304,78159
Chhattisgarh,Narayanpur,2022,430946,171177,56851,105103,35560,12354,39327
Chhattisgarh,Narayanpur,2023,8953,174432,135288,71797,41136,2139,541
Chhattisgarh,Narayanpur,2024,316685,81169,5737,79236,42846,837,49551
Chhattisgarh,Narayanpur,2025,400023,117277,143948,85419,47837,18938,18344
Chhattisgarh,Raigarh,2015,318278,137112,31705,121245,7458,7554,17242
Chhattisgarh,Raigarh,2016,484849,184570,47704,114431,67981,8612,34872
Chhattisgarh,Raigarh,2017,89009,82365,148537,135195,63106,6673,1216
Chhattisgarh,Raigarh,2018,308210,5559,90431,89773,38622,7694,22233
Chhattisgarh,Raigarh,2019,221433,43576,138914,88086,37311,13423,68143
Chhattisgarh,Raigarh,2020,78630,28846,20126,143777,28207,1102,97415
Chhattisgarh,Raigarh,2021,289293,47160,122672,28978,22879,664,43220
Chhattisgarh,Raigarh,2022,43125,186937,41991,128027,54802,16878,41670
Chhattisgarh,Raigarh,2023,283435,124762,110824,30838,26449,9017,39548
Chhattisgarh,Raigarh,2024,165453,28492,14211,15169,6541,4773,89755
Chhattisgarh,Raigarh,2025,64243,2515,121081,102881,29157,15164,56538
Chhattisgarh,Raipur,2015,324285,1028,64586,47210,74518,9753,28831
Chhattisgarh,Raipur,2016,18333,149829,46424,10084,59867,12180,52572
Chhattisgarh,Raipur,2017,487351,199649,10638,90050,59195,14988,45182
Chhattisgarh,Raipur,2018,323534,98810,11444,64431,33476,2517,18637
Chhattisgarh,Raipur,2019,102832,119836,30100,84266,67039,2397,38950
Chhattisgarh,Raipur,2020,466768,94805,117798,118669,8458,12265,81466
Chhattisgarh,Raipur,2021,190079,159383,27086,142535,36196,17615,39453
Chhattisgarh,Raipur,2022,277890,156155,22246,139058,24779,13828,99970
Chhattisgarh,Raipur,2023,341252,105488,136271,54642,73518,15397,501
Chhattisgarh,Raipur,2024,102686,34698,134372,34497,30803,828,71841
Chhattisgarh,Raipur,2025,430146,95049,53046,13215,11577,1714,17500
Chhattisgarh,Rajnandgaon,2015,147269,6831,52095,76478,75346,15135,7623
Chhattisgarh,Rajnandgaon,2016,480596,69086,32021,69408,24659,16161,65795
Chhattisgarh,Rajnandgaon,2017,276321,34340,133275,99363,55960,8202,98321
Chhattisgarh,Rajnandgaon,2018,401380,161679,132918,63619,15999,4011,7201
Chhattisgarh,Rajnandgaon,2019,475466,98044,97492,32938,48703,11308,23157
Chhattisgarh,Rajnandgaon,2020,161947,31441,117532,135545,23026,6479,39513
Chhattisgarh,Rajnandgaon,2021,82089,181914,72748,50496,57894,7704,60252
Chhattisgarh,Rajnandgaon,2022,425495,145287,7681,66123,49342,1342,18636
Chhattisgarh,Rajnandgaon,2023,436646,130608,13633,60711,76050,19290,51749
Chhattisgarh,Rajnandgaon,2024,497148,52860,75254,49092,42021,10475,47672
Chhattisgarh,Rajnandgaon,2025,224935,32417,84868,49493,21552,3633,85124
Chhattisgarh,Sakti,2015,375583,169082,21744,52238,50162,10577,32228
Chhattisgarh,Sakti,2016,221229,56791,43479,87354,11183,13168,94019
Chhattisgarh,Sakti,2017,384009,64580,40049,5578,75932,6374,85798
Chhattisgarh,Sakti,2018,329248,61006,108695,51908,34395,2299,13845
Chhattisgarh,Sakti,2019,152708,83186,42736,103942,59296,18297,80677
Chhattisgarh,Sakti,2020,310886,106316,5461,66888,56645,13950,94644
Chhattisgarh,Sakti,2021,400283,33483,72282,78748,11221,7221,26782
Chhattisgarh,Sakti,2022,282295,133371,3068,125250,22788,11454,59396
Chhattisgarh,Sakti,2023,184983,17755,148207,54652,65127,17433,53271
Chhattisgarh,Sakti,2024,74819,14840,65045,67187,9511,6817,98974
Chhattisgarh,Sakti,2025,172501,94324,74286,34031,3907,14170,42980
Chhattisgarh,Sarangarh-Bilaigarh,2015,428097,163793,115806,34565,23617,19855,16326
Chhattisgarh,Sarangarh-Bilaigarh,2016,356000,19819,95856,69457,44604,10269,79951
Chhattisgarh,Sarangarh-Bilaigarh,2017,466753,74430,136774,85409,15278,10453,51522
Chhattisgarh,Sarangarh-Bilaigarh,2018,59145,54648,85189,140755,67934,12693,30239
Chhattisgarh,Sarangarh-Bilaigarh,2019,433746,79011,126187,131533,837,19891,58282
Chhattisgarh,Sarangarh-Bilaigarh,2020,339211,75353,133326,41520,70039,15418,29043
Chhattisgarh,Sarangarh-Bilaigarh,2021,464048,10718,14061,13684,61011,13638,92667
Chhattisgarh,Sarangarh-Bilaigarh,2022,261920,42340,141790,5216,34711,3175,23162
Chhattisgarh,Sarangarh-Bilaigarh,2023,207652,20465,28663,10912,29272,4427,59942
Chhattisgarh,Sarangarh-Bilaigarh,2024,425844,188470,36879,76602,21864,18140,6147
Chhattisgarh,Sarangarh-Bilaigarh,2025,215613,160672,141416,72075,22963,4235,15602
Chhattisgarh,Sukma,2015,121935,35615,51650,98766,32259,10741,16333
Chhattisgarh,Sukma,2016,149054,154290,32973,112897,30692,7441,69350
Chhattisgarh,Sukma,2017,198435,79849,128245,103089,65319,1948,49154
Chhattisgarh,Sukma,2018,155036,86164,108787,93597,4437,18153,80491
Chhattisgarh,Sukma,2019,436272,86395,12072,1697,50542,1525,14204
Chhattisgarh,Sukma,2020,447064,11774,116852,62969,24715,17024,43587
Chhattisgarh,Sukma,2021,155298,49781,134548,89470,65539,6398,19186
Chhattisgarh,Sukma,2022,334908,8574,96133,66614,2069,12421,69056
Chhattisgarh,Sukma,2023,12414,119845,6072,18327,6813,15495,18231
Chhattisgarh,Sukma,2024,447214,74204,110006,41561,1096,8252,64357
Chhattisgarh,Sukma,2025,234639,183827,65499,122364,3276,10832,84990
Chhattisgarh,Surajpur,2015,122787,187634,122326,123509,14743,14898,70422
Chhattisgarh,Surajpur,2016,123123,141619,132728,134360,18820,10858,43835
Chhattisgarh,Surajpur,2017,48144,132526,83480,4331,43875,17455,32431
Chhattisgarh,Surajpur,2018,386747,163656,73280,75513,7597,8136,36563
Chhattisgarh,Surajpur,2019,227880,78399,116675,43367,77216,11282,85771
Chhattisgarh,Surajpur,2020,397215,68841,139716,123097,51281,10757,34022
Chhattisgarh,Surajpur,2021,462557,162001,26656,108655,11774,16360,35853
Chhattisgarh,Surajpur,2022,486060,41762,139488,118690,37951,14243,30352
Chhattisgarh,Surajpur,2023,265643,2625,56195,143849,4657,12821,92303
Chhattisgarh,Surajpur,2024,485546,144247,1405,130388,27936,15072,60623
Chhattisgarh,Surajpur,2025,27353,174268,94189,148462,41353,13731,22278
Chhattisgarh,Surguja,2015,209852,53638,50470,11009,62869,6057,99648
Chhattisgarh,Surguja,2016,276877,84006,13557,129511,50046,11979,85741
Chhattisgarh,Surguja,2017,476017,160624,82616,25642,49461,12674,67866
Chhattisgarh,Surguja,2018,125041,120153,112945,64708,72628,3873,82622
Chhattisgarh,Surguja,2019,272788,98078,109270,119710,24942,3627,88481
Chhattisgarh,Surguja,2020,141392,63548,34890,108357,4426,2090,41588
Chhattisgarh,Surguja,2021,175753,120601,98949,10176,65958,19880,25819
Chhattisgarh,Surguja,2022,231897,101003,144309,127302,69861,9128,1641
Chhattisgarh,Surguja,2023,360230,192202,138891,96554,42032,17591,36863
Chhattisgarh,Surguja,2024,448889,78465,65807,75746,11665,12654,22138
Chhattisgarh,Surguja,2025,337188,142511,23965,13987,62491,5958,77849
Goa,North Goa,2015,20919,72946,126124,77278,34063,17614,25901
Goa,North Goa,2016,37603,141666,39643,61002,5248,17325,85106
Goa,North Goa,2017,243091,62524,27394,29768,14215,10608,19069
Goa,North Goa,2018,336782,9037,61583,112956,79491,5718,48004
Goa,North Goa,2019,281679,52610,100723,134497,23270,16341,44347
Goa,North Goa,2020,209988,100696,137712,4033,19605,13797,45414
Goa,North Goa,2021,171550,118656,2267,47549,17267,2780,43132
Goa,North Goa,2022,194501,59316,56784,91264,68336,11069,65125
Goa,North Goa,2023,83920,127203,26702,60137,9100,2755,7730
Goa,North Goa,2024,100431,33819,116606,19328,65678,7249,11635
Goa,North Goa,2025,493834,16827,86554,131996,15299,6680,8064
Goa,South Goa,2015,146786,198756,109529,120110,16048,14475,48454
Goa,South Goa,2016,377264,81438,100235,123574,68366,19466,91546
Goa,South Goa,2017,482067,191289,18676,41131,19681,14234,57043
Goa,South Goa,2018,33249,40240,29538,91034,54218,2839,13183
Goa,South Goa,2019,271716,148553,34379,78649,37927,11800,19788
Goa,South Goa,2020,220983,93881,51878,63060,22867,12796,85700
Goa,South Goa,2021,150510,67378,23105,33811,46253,1193,1289
Goa,South Goa,2022,357317,171886,109303,72996,12496,17227,97685
Goa,South Goa,2023,497996,196549,55271,142618,54520,9154,92151
Goa,South Goa,2024,259346,122542,94083,76170,26027,4426,23225
Goa,South Goa,2025,17072,107025,120165,19938,33911,412,64184
Gujarat,Ahmedabad,2015,133745,126952,116811,50887,75861,18003,7039
Gujarat,Ahmedabad,2016,402016,101979,18975,62935,52909,10478,32859
Gujarat,Ahmedabad,2017,481556,38178,108704,125169,67764,6846,48720
Gujarat,Ahmedabad,2018,255549,5881,136900,114246,46432,2745,12569
Gujarat,Ahmedabad,2019,151347,86177,26330,31480,40764,5754,59692
Gujarat,Ahmedabad,2020,287533,153701,133555,125853,8569,15022,49410
Gujarat,Ahmedabad,2021,389708,184950,125021,111989,26531,14002,83317
Gujarat,Ahmedabad,2022,203394,170378,58565,111753,71219,13704,88935
Gujarat,Ahmedabad,2023,242384,93254,28949,25938,36860,3493,16233
Gujarat,Ahmedabad,2024,218823,9343,13811,83651,8506,5784,53648
Gujarat,Ahmedabad,2025,264944,153939,67134,122585,30767,10907,24323
Gujarat,Amreli,2015,467021,184181,14684,56867,45276,13675,39191
Gujarat,Amreli,2016,306880,52252,117843,78559,2182,14454,58636
Gujarat,Amreli,2017,249791,40276,74737,76990,28624,12345,2751
Gujarat,Amreli,2018,85170,109723,15700,61131,49018,2431,88644
Gujarat,Amreli,2019,439147,93242,15780,58557,17680,1718,91273
Gujarat,Amreli,2020,355262,18123,55552,102697,14050,15758,55065
Gujarat,Amreli,2021,462631,181031,55391,120964,22585,2310,98969
Gujarat,Amreli,2022,499761,58390,77271,39603,43904,12264,37281
Gujarat,Amreli,2023,187653,34898,132375,77279,36949,8293,60137
Gujarat,Amreli,2024,387460,15878,144089,136894,58979,16332,89139
Gujarat,Amreli,2025,345594,176682,99825,69218,75333,8147,23659
Gujarat,Anand,2015,212177,5195,132013,16351,62220,14272,77097
Gujarat,Anand,2016,58278,146771,149662,25869,9965,19540,20845
Gujarat,Anand,2017,17199,130664,134564,127739,36119,7423,1905
Gujarat,Anand,2018,16612,38487,26064,65611,6801,19159,71717
Gujarat,Anand,2019,478309,30411,97564,66604,18992,18545,73599
Gujarat,Anand,2020,187881,2618,118672,33552,5847,3640,77770
Gujarat,Anand,2021,387949,47833,115368,126044,76590,10853,26906
Gujarat,Anand,2022,394638,158903,73788,89678,9934,18387,46245
Gujarat,Anand,2023,167317,64202,81209,18972,18011,14318,86751
Gujarat,Anand,2024,469043,25588,131936,121495,34838,6762,28996
Gujarat,Anand,2025,234902,168606,143971,9920,33051,2466,86231
Gujarat,Aravalli,2015,221103,138398,59440,40797,66538,8165,52320
Gujarat,Aravalli,2016,344538,127311,41667,122074,13942,5515,84127
Gujarat,Aravalli,2017,415605,97918,108441,108222,6884,14841,29790
Gujarat,Aravalli,2018,232131,156355,118165,48012,45905,8685,16690
Gujarat,Aravalli,2019,90616,168560,58026,36235,74834,17172,81600
Gujarat,Aravalli,2020,244598,126617,1062,130011,76306,17457,59483
Gujarat,Aravalli,2021,27220,83227,8971,70686,72211,9949,53371
Gujarat,Aravalli,2022,485838,95689,54053,143311,41365,18563,90464
Gujarat,Aravalli,2023,20232,171154,76514,64588,36141,15796,96718
Gujarat,Aravalli,2024,311854,27182,21320,101368,30170,9238,3140
Gujarat,Aravalli,2025,173072,161044,119383,133649,17817,17518,87492
Gujarat,Banaskantha,2015,247147,16772,102372,41752,66456,842,6003
Gujarat,Banaskantha,2016,381151,113102,74806,86116,70010,15239,33992
Gujarat,Banaskantha,2017,386713,8940,84572,46834,57951,3037,88690
Gujarat,Banaskantha,2018,117548,53783,4277,52986,18998,14197,95518
Gujarat,Banaskantha,2019,352337,196860,38701,29379,70687,731,8168
Gujarat,Banaskantha,2020,63391,196311,124869,19152,51504,7135,62266
Gujarat,Banaskantha,2021,436581,66769,57877,99906,61104,2443,27296
Gujarat,Banaskantha,2022,120370,158348,98365,36990,36653,18803,54710
Gujarat,Banaskantha,2023,101304,29696,10693,104751,45748,2791,83047
Gujarat,Banaskantha,2024,373355,46779,12773,148533,54801,17388,1751
Gujarat,Banaskantha,2025,115939,104703,119977,37112,37693,17461,46776
Gujarat,Bharuch,2015,397923,71827,107497,144152,79225,4463,72174
Gujarat,Bharuch,2016,164169,41018,123663,41908,17145,1011,29865
Gujarat,Bharuch,2017,294606,11141,69525,107333,66934,14364,72238
Gujarat,Bharuch,2018,338151,32753,47111,58884,4422,19533,25033
Gujarat,Bharuch,2019,38177,177180,95007,133753,2734,10193,86152
Gujarat,Bharuch,2020,148359,141916,123598,16870,24501,3950,31720
Gujarat,Bharuch,2021,212651,88899,28215,62656,35330,14471,70090
Gujarat,Bharuch,2022,408433,115372,82798,34771,2069,10277,20065
Gujarat,Bharuch,2023,492094,177483,12650,93915,5154,10863,45222
Gujarat,Bharuch,2024,125925,10418,68927,5915,52665,17891,44992
Gujarat,Bharuch,2025,73271,189341,55046,12647,49182,4606,79135
Gujarat,Bhavnagar,2015,49594,155791,59970,10833,23964,4101,48450
Gujarat,Bhavnagar,2016,328698,14379,96457,73699,72645,3288,85551
Gujarat,Bhavnagar,2017,344702,78835,10837,49259,46008,10787,10785
Gujarat,Bhavnagar,2018,462536,33749,15092,46530,46125,6005,2105
Gujarat,Bhavnagar,2019,214704,135173,81185,135622,51964,16122,86770
Gujarat,Bhavnagar,2020,329894,121188,10909,78106,35020,15429,5282
Gujarat,Bhavnagar,2021,341699,129021,62176,115875,27733,14237,86110
Gujarat,Bhavnagar,2022,442845,140732,79265,118504,55800,12835,74039
Gujarat,Bhavnagar,2023,441636,73651,102156,117049,23258,14630,94183
Gujarat,Bhavnagar,2024,292195,14203,18262,93448,73642,4398,15332
Gujarat,Bhavnagar,2025,56212,194360,74825,127686,25267,2963,11273
Gujarat,Botad,2015,299916,30330,97304,82974,62654,3444,25228
Gujarat,Botad,2016,229254,16957,145361,35394,76963,13117,40605
