state,district,year,tourist_visits,domestic_tourists,foreign_tourists,tourism_revenue,hotels,tourist_sites
Bihar,Nawada,2022,837795,455463,187610,470419431,531,27
Bihar,Nawada,2023,2194536,4117577,185195,179969724,198,133
Bihar,Nawada,2024,4257628,1578185,27770,382436768,225,122
Bihar,Nawada,2025,1255775,1472272,474608,440330806,275,82
Bihar,Patna,2015,4592290,4436687,2449,260370330,188,71
Bihar,Patna,2016,3413823,3003648,403998,266075424,627,45
Bihar,Patna,2017,4920317,4383675,151842,80887650,684,115
Bihar,Patna,2018,3565548,207089,303979,55741215,907,32
Bihar,Patna,2019,868386,2030430,428333,3161640,454,116
Bihar,Patna,2020,4054661,2375695,239798,435546918,769,35
Bihar,Patna,2021,3311169,3406751,148244,371052228,639,137
Bihar,Patna,2022,3886392,1265767,385402,2204312,733,24
Bihar,Patna,2023,3310191,1364052,493764,235184390,375,4
Bihar,Patna,2024,2120650,1759526,84882,25671199,282,130
Bihar,Patna,2025,2708856,2415709,315154,402848767,859,197
Bihar,Purnia,2015,4272259,2321559,261417,197943629,946,77
Bihar,Purnia,2016,2999770,439786,465966,434616562,363,159
Bihar,Purnia,2017,3896833,792025,425020,311463151,681,74
Bihar,Purnia,2018,4477111,327650,396785,481840341,304,82
Bihar,Purnia,2019,3185598,754591,369109,326705333,611,5
Bihar,Purnia,2020,4025194,1997011,382796,344468741,232,3
Bihar,Purnia,2021,4483225,2193730,250961,310276457,295,147
Bihar,Purnia,2022,1125894,1292843,285540,144356819,677,18
Bihar,Purnia,2023,1860713,1089772,214172,32723583,542,63
Bihar,Purnia,2024,4304445,2588821,311793,479948043,194,154
Bihar,Purnia,2025,2136089,1997125,373687,26089831,178,33
Bihar,Rohtas,2015,3923576,786921,378098,261171500,136,24
Bihar,Rohtas,2016,3496710,3933472,284660,410519663,716,177
Bihar,Rohtas,2017,3853847,3607832,16028,288366031,927,155
Bihar,Rohtas,2018,3523271,1100682,268539,317267126,846,27
Bihar,Rohtas,2019,3771913,4307397,128692,158767281,229,186
Bihar,Rohtas,2020,2185007,3251892,257553,268312364,483,164
Bihar,Rohtas,2021,3418199,924338,219501,135184843,181,177
Bihar,Rohtas,2022,4535833,3553560,475805,281818560,585,4
Bihar,Rohtas,2023,469359,2504181,175843,353918186,825,66
Bihar,Rohtas,2024,1354340,45964,133498,136871040,532,161
Bihar,Rohtas,2025,3927510,3901156,150931,226726706,877,18
Bihar,Saharsa,2015,119528,1300557,372934,346952737,775,134
Bihar,Saharsa,2016,4539457,2808630,30561,208979227,727,79
Bihar,Saharsa,2017,322035,2411754,408426,200731645,502,35
Bihar,Saharsa,2018,1943527,640860,200641,263868598,172,18
Bihar,Saharsa,2019,2737335,899664,192458,498239247,180,39
Bihar,Saharsa,2020,4880675,2206036,407819,375640246,240,48
Bihar,Saharsa,2021,818906,1994292,103256,493728214,847,185
Bihar,Saharsa,2022,1870629,4306740,417499,290360941,984,189
Bihar,Saharsa,2023,3346172,4431008,151447,45463403,964,90
Bihar,Saharsa,2024,2279309,2057502,162319,421888853,174,157
Bihar,Saharsa,2025,4927218,1004240,388144,55362174,886,67
Bihar,Samastipur,2015,2822799,1519403,177110,69206788,489,86
Bihar,Samastipur,2016,2939661,3972347,67620,285477798,437,143
Bihar,Samastipur,2017,3287324,1702694,441664,357539408,742,26
Bihar,Samastipur,2018,1840009,2353857,404958,22580495,974,118
Bihar,Samastipur,2019,4507867,3506901,315473,264265815,126,159
Bihar,Samastipur,2020,2940913,4472772,453096,27643558,114,139
Bihar,Samastipur,2021,340502,1635796,120458,243496716,719,49
Bihar,Samastipur,2022,3801607,4174732,226422,31503168,407,198
Bihar,Samastipur,2023,3905843,2540142,430153,248427160,468,115
Bihar,Samastipur,2024,1986109,1472456,304855,18243003,433,98
Bihar,Samastipur,2025,4420815,3735751,191465,202021028,397,179
Bihar,Saran,2015,1671073,1769594,74982,97551143,510,105
Bihar,Saran,2016,72292,1365389,115602,70230342,978,121
Bihar,Saran,2017,2994974,659743,167317,396203282,122,32
Bihar,Saran,2018,1164776,2499421,340421,304861099,552,35
Bihar,Saran,2019,2201240,2073383,329791,105744010,356,140
Bihar,Saran,2020,1227792,773183,4387,275967975,902,41
Bihar,Saran,2021,4910091,3568332,257832,310851903,787,44
Bihar,Saran,2022,2517559,2899676,495557,434091998,538,36
Bihar,Saran,2023,52178,3023625,64794,146320712,939,53
Bihar,Saran,2024,911088,4294914,51675,314296363,698,107
Bihar,Saran,2025,921941,2277319,315724,398657841,228,189
Bihar,Sheikhpura,2015,2117880,4156176,55818,315705956,159,177
Bihar,Sheikhpura,2016,2312206,815837,400914,248102359,553,48
Bihar,Sheikhpura,2017,3681384,3103882,187893,53930110,216,198
Bihar,Sheikhpura,2018,895292,2060496,450159,379871869,272,145
Bihar,Sheikhpura,2019,1702033,2773527,4995,409338392,571,114
Bihar,Sheikhpura,2020,3850706,1375937,268204,123152773,201,80
Bihar,Sheikhpura,2021,1018119,1175840,152529,353584823,154,106
Bihar,Sheikhpura,2022,386773,54065,465745,111632470,443,33
Bihar,Sheikhpura,2023,1406914,1967795,26147,65540856,389,97
Bihar,Sheikhpura,2024,1932456,1848107,435952,239196262,218,26
Bihar,Sheikhpura,2025,467770,1187212,46857,144471563,940,199
Bihar,Sheohar,2015,144432,170373,307458,153811408,243,138
Bihar,Sheohar,2016,1100679,3291726,436332,337088900,10,35
Bihar,Sheohar,2017,4107284,1028673,155643,494643683,606,88
Bihar,Sheohar,2018,2386321,1974591,196421,249746079,156,133
Bihar,Sheohar,2019,2388489,1311456,44860,489294228,863,157
Bihar,Sheohar,2020,3488517,3051991,70419,88535817,471,7
Bihar,Sheohar,2021,160398,4461744,274959,108121699,463,106
Bihar,Sheohar,2022,3181329,2695194,284195,470460299,213,36
Bihar,Sheohar,2023,1660372,1847374,276535,105099015,47,80
Bihar,Sheohar,2024,1858676,1563196,277801,497578861,114,62
Bihar,Sheohar,2025,2461007,1039947,16208,249330802,800,176
Bihar,Sitamarhi,2015,2258264,2530597,171041,317046192,668,120
Bihar,Sitamarhi,2016,4090776,445875,109889,37374227,251,2
Bihar,Sitamarhi,2017,4799277,3620395,461428,453253357,495,145
Bihar,Sitamarhi,2018,3007132,3439711,43807,380132105,392,175
Bihar,Sitamarhi,2019,938200,46904,102281,305416265,165,119
Bihar,Sitamarhi,2020,4159792,1602989,21578,465628248,961,88
Bihar,Sitamarhi,2021,713476,1233938,217868,264556046,764,53
Bihar,Sitamarhi,2022,3043557,844799,68936,378227000,113,96
Bihar,Sitamarhi,2023,66202,2280271,399025,246008245,350,21
Bihar,Sitamarhi,2024,868052,2234312,352930,398894441,403,114
Bihar,Sitamarhi,2025,3537520,3379525,361608,348371950,962,111
Bihar,Siwan,2015,101505,385504,78075,332427586,914,138
Bihar,Siwan,2016,4722028,4240829,397101,267391573,839,145
Bihar,Siwan,2017,2073330,2585784,434699,323936759,27,149
Bihar,Siwan,2018,305269,850178,301861,305612984,209,187
Bihar,Siwan,2019,4748339,3273656,67382,153199316,564,38
Bihar,Siwan,2020,2882608,3110537,200513,252808945,860,186
Bihar,Siwan,2021,2826429,2626389,482471,305786200,938,132
Bihar,Siwan,2022,390593,30267,24619,111596379,291,37
Bihar,Siwan,2023,217137,2766637,431331,113235706,89,11
Bihar,Siwan,2024,2802639,1995075,109939,276860714,88,22
Bihar,Siwan,2025,4984730,3371813,239126,210739766,303,55
Bihar,Supaul,2015,358480,2779473,81932,415713713,328,130
Bihar,Supaul,2016,4444093,2263485,94572,36597255,428,99
Bihar,Supaul,2017,1818168,3070084,48741,35066749,697,111
Bihar,Supaul,2018,776960,177523,441766,78836758,235,195
Bihar,Supaul,2019,4046014,2086439,426928,249534232,386,58
Bihar,Supaul,2020,1846453,607821,95789,54894484,994,53
Bihar,Supaul,2021,900147,2682874,178054,191128886,173,134
Bihar,Supaul,2022,4453127,2717726,15273,406010996,936,181
Bihar,Supaul,2023,4467169,638860,57103,375013115,817,80
Bihar,Supaul,2024,2936643,1548773,486128,417386798,85,22
Bihar,Supaul,2025,1623432,2934032,117413,170782018,607,94
Bihar,Vaishali,2015,3709233,2904389,62033,376656882,106,25
Bihar,Vaishali,2016,3821249,1635051,115278,217505876,563,126
Bihar,Vaishali,2017,3057718,3453751,327512,438945066,743,45
Bihar,Vaishali,2018,4728564,4074748,92547,201726177,592,197
Bihar,Vaishali,2019,2168418,148790,202957,330542961,50,158
Bihar,Vaishali,2020,4942791,3636207,305362,385234182,448,114
Bihar,Vaishali,2021,1888300,813186,231551,416037902,710,20
Bihar,Vaishali,2022,2217796,467554,372032,494887102,66,59
Bihar,Vaishali,2023,398506,2077035,12274,419093989,963,43
Bihar,Vaishali,2024,4121552,2277598,117002,213912218,553,164
Bihar,Vaishali,2025,3839766,3881774,35789,205576032,335,128
Bihar,West Champaran,2015,2705426,4264291,88709,250396287,110,97
Bihar,West Champaran,2016,4764746,2371687,460670,351095719,643,110
Bihar,West Champaran,2017,4096413,2154645,469047,19699174,377,123
Bihar,West Champaran,2018,4692555,1407419,299800,270325258,725,151
Bihar,West Champaran,2019,1339539,3908594,1563,10611671,852,162
Bihar,West Champaran,2020,4667811,2733186,496267,336626783,638,196
Bihar,West Champaran,2021,88774,3569006,337806,319187398,355,25
Bihar,West Champaran,2022,733827,107286,3503,47186268,88,87
Bihar,West Champaran,2023,476739,1572143,47849,182009388,996,126
Bihar,West Champaran,2024,4170843,499914,145027,326097388,223,115
Bihar,West Champaran,2025,4978864,3596571,53052,159832323,570,121
Chhattisgarh,Balod,2015,1245936,217180,22335,130568260,670,173
Chhattisgarh,Balod,2016,3386760,861105,352971,435205521,667,66
Chhattisgarh,Balod,2017,4770654,2836762,272605,148770295,742,135
Chhattisgarh,Balod,2018,3323714,3902525,72250,362088633,785,91
Chhattisgarh,Balod,2019,3029506,1665494,369855,435449936,103,141
Chhattisgarh,Balod,2020,262276,1848826,179392,494500473,256,147
Chhattisgarh,Balod,2021,4303204,3974087,23368,371607037,873,69
Chhattisgarh,Balod,2022,1038821,4483391,429280,211069029,92,60
Chhattisgarh,Balod,2023,126410,1035868,259818,486485726,543,54
Chhattisgarh,Balod,2024,4249189,461647,326678,494271032,525,19
Chhattisgarh,Balod,2025,4604433,3357305,480731,159322226,157,104
Chhattisgarh,Baloda Bazar,2015,351973,1196712,365687,347460756,178,111
Chhattisgarh,Baloda Bazar,2016,3418144,2835544,310966,120829479,266,120
Chhattisgarh,Baloda Bazar,2017,2670801,1964403,363810,175559927,617,7
Chhattisgarh,Baloda Bazar,2018,3535898,3239138,114517,170861962,872,110
Chhattisgarh,Baloda Bazar,2019,1199434,3667357,216008,381236887,160,68
Chhattisgarh,Baloda Bazar,2020,3740567,1638471,390159,170287244,558,159
Chhattisgarh,Baloda Bazar,2021,2551201,2714417,342381,309834019,112,60
Chhattisgarh,Baloda Bazar,2022,3417447,3592556,17819,273133260,652,91
Chhattisgarh,Baloda Bazar,2023,4218158,2882558,319253,340368448,747,130
Chhattisgarh,Baloda Bazar,2024,2727415,3868776,457569,5732752,47,57
Chhattisgarh,Baloda Bazar,2025,1207128,1617901,329631,416493256,995,112
Chhattisgarh,Balrampur,2015,1882181,2398515,444425,88124724,52,33
Chhattisgarh,Balrampur,2016,4030424,1836926,439285,76387983,20,157
Chhattisgarh,Balrampur,2017,3798679,1406240,196451,8568824,14,186
Chhattisgarh,Balrampur,2018,824169,2077775,476534,478767334,396,78
Chhattisgarh,Balrampur,2019,1786382,3001589,453663,4444844,391,68
Chhattisgarh,Balrampur,2020,3148943,278539,438555,443683091,135,175
Chhattisgarh,Balrampur,2021,2126138,1495007,55085,401717523,176,26
Chhattisgarh,Balrampur,2022,4824353,1012781,75256,342401091,384,196
Chhattisgarh,Balrampur,2023,3082926,2992854,345452,150768375,352,167
Chhattisgarh,Balrampur,2024,1169933,3190019,50054,430108737,530,196
Chhattisgarh,Balrampur,2025,4096545,310385,220518,318230440,304,193
Chhattisgarh,Bastar,2015,205392,388026,314252,138276778,182,11
Chhattisgarh,Bastar,2016,1448626,2408410,452375,82850539,273,64
Chhattisgarh,Bastar,2017,2820284,3200616,141217,101937771,906,4
Chhattisgarh,Bastar,2018,91440,2426688,437999,168592717,994,199
Chhattisgarh,Bastar,2019,988819,1834872,178277,365394762,405,79
Chhattisgarh,Bastar,2020,2438453,2380706,138652,487962800,709,118
Chhattisgarh,Bastar,2021,1300655,1072093,171905,128802862,87,12
Chhattisgarh,Bastar,2022,4001120,4491157,129795,187142691,118,35
Chhattisgarh,Bastar,2023,2193765,1742438,272810,107015794,576,108
Chhattisgarh,Bastar,2024,2262172,2166315,377393,224962468,707,135
Chhattisgarh,Bastar,2025,2656935,1960918,291332,483113907,533,11
Chhattisgarh,Bemetara,2015,63125,1952189,337953,398994044,296,9
Chhattisgarh,Bemetara,2016,329961,3859394,210208,333965809,782,118
Chhattisgarh,Bemetara,2017,2449908,3614900,194785,114856480,906,140
Chhattisgarh,Bemetara,2018,2316952,2796318,435190,130417767,996,150
Chhattisgarh,Bemetara,2019,4947490,2031970,224912,354215899,248,143
Chhattisgarh,Bemetara,2020,535080,3495463,392002,215179024,611,149
Chhattisgarh,Bemetara,2021,3792702,2086921,375993,137952443,558,69
Chhattisgarh,Bemetara,2022,2782311,3058072,372344,260578161,769,98
Chhattisgarh,Bemetara,2023,1159163,739111,186956,344681398,885,79
Chhattisgarh,Bemetara,2024,3747094,326578,45608,194123664,969,59
Chhattisgarh,Bemetara,2025,2097102,3039471,480172,399840665,147,109
Chhattisgarh,Bijapur,2015,2550264,578183,260860,468371592,567,13
Chhattisgarh,Bijapur,2016,1822874,3739304,178835,327588202,683,192
Chhattisgarh,Bijapur,2017,853018,3044579,3143,294510257,302,50
Chhattisgarh,Bijapur,2018,4735152,2483900,56799,334694964,977,5
Chhattisgarh,Bijapur,2019,4432967,4490188,311457,84985902,843,27
Chhattisgarh,Bijapur,2020,403707,1737115,208536,355716953,613,135
Chhattisgarh,Bijapur,2021,3516781,4200969,219759,397204005,281,178
Chhattisgarh,Bijapur,2022,1619839,2163510,16796,235125994,749,43
Chhattisgarh,Bijapur,2023,2199428,972669,415012,224301752,762,38
Chhattisgarh,Bijapur,2024,1295463,419435,361804,265186165,772,2
Chhattisgarh,Bijapur,2025,159907,2922190,57751,183274602,519,141
Chhattisgarh,Bilaspur,2015,1331135,4476364,349825,389257279,335,156
Chhattisgarh,Bilaspur,2016,716382,1047511,219910,156809595,560,156
Chhattisgarh,Bilaspur,2017,2219185,2524758,236083,463317055,879,149
Chhattisgarh,Bilaspur,2018,2596981,3132244,387089,231116925,890,42
Chhattisgarh,Bilaspur,2019,4052773,4094576,454227,340143652,157,195
Chhattisgarh,Bilaspur,2020,1420339,2705291,292745,311331312,676,169
Chhattisgarh,Bilaspur,2021,1069373,3869981,144398,432818360,158,141
Chhattisgarh,Bilaspur,2022,2832265,3385496,249685,220034661,700,152
Chhattisgarh,Bilaspur,2023,4486502,1610592,428986,272499370,778,59
Chhattisgarh,Bilaspur,2024,613165,3308573,115616,409149750,638,122
Chhattisgarh,Bilaspur,2025,799828,588898,103648,449315340,290,4
Chhattisgarh,Dantewada,2015,2260756,3004409,307320,83009073,857,151
Chhattisgarh,Dantewada,2016,4820782,2402333,466953,408295866,321,56
Chhattisgarh,Dantewada,2017,3221958,4230640,54626,40931210,335,151
Chhattisgarh,Dantewada,2018,3671491,81766,331662,286471307,302,28
Chhattisgarh,Dantewada,2019,152901,3423607,485889,41196619,76,30
Chhattisgarh,Dantewada,2020,4635656,882604,187105,84822709,500,199
Chhattisgarh,Dantewada,2021,1742768,2942554,170882,179899435,16,41
Chhattisgarh,Dantewada,2022,2013811,3120517,142987,28263399,919,71
Chhattisgarh,Dantewada,2023,257930,2736099,265247,175144736,753,28
Chhattisgarh,Dantewada,2024,1423432,132654,416684,31642790,904,147
Chhattisgarh,Dantewada,2025,708019,177400,401680,138525977,260,100
Chhattisgarh,Dhamtari,2015,289908,4409325,333714,334643693,297,74
Chhattisgarh,Dhamtari,2016,2263735,3845617,245203,330466414,567,122
Chhattisgarh,Dhamtari,2017,1282347,2965206,468865,229114234,701,183
Chhattisgarh,Dhamtari,2018,2120973,3706877,121218,496927303,653,122
Chhattisgarh,Dhamtari,2019,1687632,3222259,81484,361702129,552,40
Chhattisgarh,Dhamtari,2020,2494432,1888095,482740,363991405,242,54
Chhattisgarh,Dhamtari,2021,2143112,4414004,351787,336067385,656,123
Chhattisgarh,Dhamtari,2022,3349969,718912,130690,40397282,603,19
Chhattisgarh,Dhamtari,2023,1270717,1597325,455312,433487949,179,158
Chhattisgarh,Dhamtari,2024,2850970,247736,156620,457132681,79,41
Chhattisgarh,Dhamtari,2025,1418559,2330280,323180,307479886,215,116
Chhattisgarh,Durg,2015,2903754,3754003,43269,481491790,255,140
Chhattisgarh,Durg,2016,159564,1219028,81425,131242827,569,164
Chhattisgarh,Durg,2017,402264,4299978,147428,317264689,330,53
Chhattisgarh,Durg,2018,4578205,3326337,378844,117884944,202,165
Chhattisgarh,Durg,2019,3711504,344473,62046,463404001,591,138
Chhattisgarh,Durg,2020,4792836,4413840,45381,403092957,527,38
Chhattisgarh,Durg,2021,2208572,835980,845,324698971,595,52
Chhattisgarh,Durg,2022,3197573,532147,32603,394964447,974,71
Chhattisgarh,Durg,2023,1803817,1950073,297977,384214992,680,156
Chhattisgarh,Durg,2024,4241010,480104,200587,45611095,260,155
Chhattisgarh,Durg,2025,1846952,3700690,463364,301241263,288,62
Chhattisgarh,Gariaband,2015,4317634,4028763,130573,437739876,388,55
Chhattisgarh,Gariaband,2016,1205911,4363885,132296,318805339,708,26
Chhattisgarh,Gariaband,2017,1865666,475450,16341,79919594,94,166
Chhattisgarh,Gariaband,2018,1986934,3293361,293348,366148560,587,117
Chhattisgarh,Gariaband,2019,237883,3348869,451568,27357214,494,118
Chhattisgarh,Gariaband,2020,954570,420624,486288,440368880,836,173
Chhattisgarh,Gariaband,2021,2660491,1185722,131118,352193330,52,59
Chhattisgarh,Gariaband,2022,1707207,4300156,384202,268191706,75,168
Chhattisgarh,Gariaband,2023,3407722,2419710,466441,200970081,193,21
Chhattisgarh,Gariaband,2024,3287792,4273955,400920,383422774,688,200
Chhattisgarh,Gariaband,2025,1307432,1873200,376667,201796156,672,198
Chhattisgarh,Gaurela-Pendra-Marwahi,2015,668741,1827486,466821,250836995,892,39
Chhattisgarh,Gaurela-Pendra-Marwahi,2016,1122098,158782,78466,20379581,170,196
Chhattisgarh,Gaurela-Pendra-Marwahi,2017,1184094,585915,163251,224005130,139,146
Chhattisgarh,Gaurela-Pendra-Marwahi,2018,1889219,1772627,416473,226390397,344,140
Chhattisgarh,Gaurela-Pendra-Marwahi,2019,3761681,2041263,340390,233842450,633,7
Chhattisgarh,Gaurela-Pendra-Marwahi,2020,963523,80982,388536,216106557,685,69
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,1694203,356476,469847,201867110,995,156
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,3291599,22836,489620,121802234,219,68
Chhattisgarh,Gaurela-Pendra-Marwahi,2023,4208455,2925098,339653,351660303,277,71
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,1483304,3454715,231650,266533479,393,72
Chhattisgarh,Gaurela-Pendra-Marwahi,2025,4644676,2988762,50555,347488368,928,192
Chhattisgarh,Janjgir-Champa,2015,830023,854424,390803,348361513,474,95
Chhattisgarh,Janjgir-Champa,2016,4707642,4312598,289859,84707696,97,24
Chhattisgarh,Janjgir-Champa,2017,2161074,353577,167756,386316409,892,19
Chhattisgarh,Janjgir-Champa,2018,608680,796821,230658,295379848,993,135
Chhattisgarh,Janjgir-Champa,2019,1291020,2488331,123503,220145897,498,44
Chhattisgarh,Janjgir-Champa,2020,3529355,339086,182062,87387445,482,113
Chhattisgarh,Janjgir-Champa,2021,778129,3654585,201920,483289007,864,134
Chhattisgarh,Janjgir-Champa,2022,3339184,1285161,305928,154014169,272,70
Chhattisgarh,Janjgir-Champa,2023,2890297,282502,278034,358345297,616,69
Chhattisgarh,Janjgir-Champa,2024,311612,572996,110533,205892466,875,146
Chhattisgarh,Janjgir-Champa,2025,1699292,3788355,141045,197164076,103,69
Chhattisgarh,Jashpur,2015,1788639,3122933,131754,4934514,277,199
Chhattisgarh,Jashpur,2016,2218228,833082,301619,118661648,423,133
Chhattisgarh,Jashpur,2017,902245,1428597,274193,403653633,217,200
Chhattisgarh,Jashpur,2018,2327820,4098682,28024,259486512,268,160
Chhattisgarh,Jashpur,2019,1117588,3305766,385648,228494037,378,145
Chhattisgarh,Jashpur,2020,3781572,1093042,346953,414917874,281,191
Chhattisgarh,Jashpur,2021,3283367,790524,285505,54754838,110,131
Chhattisgarh,Jashpur,2022,1983142,3187880,11514,168243329,130,172
Chhattisgarh,Jashpur,2023,2794337,910911,1247,212685133,428,17
Chhattisgarh,Jashpur,2024,1742125,435901,298346,463327256,923,22
Chhattisgarh,Jashpur,2025,3713401,3211626,233848,40832556,832,42
Chhattisgarh,Kabirdham,2015,2163664,2873173,151334,290074869,632,108
Chhattisgarh,Kabirdham,2016,2150190,3896000,366817,138076672,658,10
Chhattisgarh,Kabirdham,2017,4952462,2081063,260338,79031697,485,12
Chhattisgarh,Kabirdham,2018,3943713,1233118,210743,306029588,564,135
Chhattisgarh,Kabirdham,2019,4219191,1766188,386239,254825482,369,102
Chhattisgarh,Kabirdham,2020,2482228,2484335,37491,143873594,423,35
Chhattisgarh,Kabirdham,2021,4066016,2445485,39426,220371499,270,25
Chhattisgarh,Kabirdham,2022,495088,117084,299531,163998989,111,8
Chhattisgarh,Kabirdham,2023,1045050,652166,288414,244899487,166,181
Chhattisgarh,Kabirdham,2024,2019258,3829815,62206,287589935,368,70
Chhattisgarh,Kabirdham,2025,4821017,4325364,108663,211003525,610,105
Chhattisgarh,Kanker,2015,1734970,2757842,194392,452891761,630,28
Chhattisgarh,Kanker,2016,4844038,1054502,272808,27203301,575,26
Chhattisgarh,Kanker,2017,1614997,3019091,140724,243557740,418,184
Chhattisgarh,Kanker,2018,1329668,2694805,45341,187382042,645,197
Chhattisgarh,Kanker,2019,2157817,167822,493211,489817550,501,151
Chhattisgarh,Kanker,2020,4044372,1267139,440332,77402141,929,74
Chhattisgarh,Kanker,2021,1158252,2547398,21430,185681343,206,127
Chhattisgarh,Kanker,2022,649766,1775246,374685,61366322,760,27
Chhattisgarh,Kanker,2023,1391098,2329301,96854,260824178,455,76
Chhattisgarh,Kanker,2024,4972786,1494486,368203,328681153,976,28
Chhattisgarh,Kanker,2025,2253666,1800385,14808,119214436,394,17
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2015,3367978,2076284,250800,363298947,910,194
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2016,2196915,4005055,14454,147945229,32,131
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2017,2620408,4413840,227626,57644808,231,154
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2018,4290897,444835,23728,217702502,174,172
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2019,310952,2859916,311875,369594339,851,155
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2020,496366,1853633,95947,385024028,142,2
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2021,4436867,906186,134832,298696567,877,181
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2022,1905741,109901,499778,40345514,160,23
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2023,2789268,4331827,270955,355556862,669,63
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2024,3990549,3298925,293926,202818270,90,105
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,2025,3136936,417736,366660,380796680,894,144
Chhattisgarh,Kondagaon,2015,2613505,4239271,25885,369479062,812,139
Chhattisgarh,Kondagaon,2016,2659530,234626,397647,475031103,703,185
Chhattisgarh,Kondagaon,2017,3778258,979486,77715,443958540,981,33
Chhattisgarh,Kondagaon,2018,2768096,419791,146771,142494471,304,76
Chhattisgarh,Kondagaon,2019,4967289,4445963,257224,320879712,564,111
Chhattisgarh,Kondagaon,2020,860859,1653219,12520,407011778,819,119
Chhattisgarh,Kondagaon,2021,969486,3690304,38568,13151871,609,128
Chhattisgarh,Kondagaon,2022,4172432,1275316,105084,434186477,680,154
Chhattisgarh,Kondagaon,2023,4222345,2943623,339513,221656198,498,12
Chhattisgarh,Kondagaon,2024,370185,2248803,164814,37581631,681,59
Chhattisgarh,Kondagaon,2025,4661248,241182,229959,14497018,872,105
Chhattisgarh,Korba,2015,997766,286961,47258,394919396,577,183
Chhattisgarh,Korba,2016,2116195,168198,421779,17754277,474,127
Chhattisgarh,Korba,2017,4271175,1806021,293033,351194645,519,186
Chhattisgarh,Korba,2018,1799948,2380270,442086,263751629,677,76
Chhattisgarh,Korba,2019,768524,2967809,487824,375759459,319,103
Chhattisgarh,Korba,2020,3536978,2917508,141402,462954902,140,59
Chhattisgarh,Korba,2021,70503,3441352,145575,306468177,206,198
Chhattisgarh,Korba,2022,2783567,3002219,48627,15486171,738,30
Chhattisgarh,Korba,2023,1658338,814497,61137,126478984,44,1
Chhattisgarh,Korba,2024,3459269,1415708,478845,276163792,981,72
Chhattisgarh,Korba,2025,4880515,1424305,452486,444008287,800,34
Chhattisgarh,Korea,2015,1943532,858932,201053,236252720,778,47
Chhattisgarh,Korea,2016,3167592,1484704,31307,57457376,242,86
Chhattisgarh,Korea,2017,2673271,676267,26902,366902333,278,95
Chhattisgarh,Korea,2018,3558925,1907873,284750,454820100,232,33
Chhattisgarh,Korea,2019,543842,3021329,340939,355334777,241,193
Chhattisgarh,Korea,2020,289004,856429,139368,350979562,761,26
Chhattisgarh,Korea,2021,3323301,3388536,73876,431995725,548,99
Chhattisgarh,Korea,2022,3598782,4142387,5826,486040829,749,141
Chhattisgarh,Korea,2023,3590554,2169951,86906,448983119,204,24
Chhattisgarh,Korea,2024,13426,3288601,402507,386508897,100,49
Chhattisgarh,Korea,2025,3995020,2909142,405678,151404206,281,158
Chhattisgarh,Mahasamund,2015,3420815,306580,330366,479891776,29,110
Chhattisgarh,Mahasamund,2016,3818329,2248937,107156,176278369,755,192
Chhattisgarh,Mahasamund,2017,1605571,1276345,117047,248810626,268,102
Chhattisgarh,Mahasamund,2018,3878757,1262790,224316,136419905,406,114
Chhattisgarh,Mahasamund,2019,3628912,1446269,132395,304605248,299,86
Chhattisgarh,Mahasamund,2020,2341326,2128708,120641,404021817,779,63
Chhattisgarh,Mahasamund,2021,4175856,4237237,31202,196887067,426,175
Chhattisgarh,Mahasamund,2022,4442605,415063,365364,274140515,631,14
Chhattisgarh,Mahasamund,2023,1698513,1846518,417879,160932819,478,86
Chhattisgarh,Mahasamund,2024,1693581,2416229,493549,310875700,546,73
Chhattisgarh,Mahasamund,2025,4313948,3518823,105730,102173519,815,193
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2015,3167890,267988,90644,225038527,978,87
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2016,3784029,3998920,95158,319995403,775,9
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2017,723625,1164387,109386,321330909,993,49
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2018,1336175,839355,44745,193350576,523,191
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2019,2391543,477788,454113,67263124,394,142
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2020,4181944,1005801,221755,360361982,320,37
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2021,671156,95018,147144,320824480,557,96
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,4355864,1823855,69370,58964028,233,131
